	AlignmentCoverage	AlignmentIdentity	AlignmentLength	AlignmentLengthStripped	Distance	Family	Ka	Ks	Node	Omega	Outlier	Paralog1	Paralog2	WeightOutliersExcluded	WeightOutliersIncluded
AT1G63830__AT5G41390	0.8754700000000001	0.8275899999999999	795.0	696.0	0.20914000000000002	GF_002773	0.0824	0.7419	3.0	0.1111	False	AT1G63830	AT5G41390	1.0	1.0
AT4G23470__AT5G41390	0.95849	0.7021	795.0	762.0	0.46115	GF_002773	0.1712	1.6311	4.0	0.105	False	AT4G23470	AT5G41390	0.5	0.5
AT4G23470__AT5G41390	0.95849	0.7021	795.0	762.0	0.46115	GF_002773	0.1712	1.6311	4.0	0.105	False	AT4G23470	AT5G41390	0.5	0.5
AT2G07751__ATMG00990	0.9516100000000001	1.0	372.0	354.0	0.0011	GF_002754	0.0	0.0	3.0	0.0217	False	AT2G07751	ATMG00990	1.0	1.0
AT5G15440__AT5G39360	0.80519	0.72715	924.0	744.0	0.29085	GF_002781	0.1287	2.6063	3.0	0.0494	False	AT5G39360	AT5G15440	1.0	1.0
AT5G15440__AT5G39360	0.80519	0.72715	924.0	744.0	0.29085	GF_002781	0.1287	2.6063	3.0	0.0494	False	AT5G39360	AT5G15440	1.0	1.0
AT1G15730__AT1G80480	0.95	0.8123600000000001	1380.0	1311.0	0.24185	GF_002758	0.1031	0.6582	3.0	0.1566	False	AT1G15730	AT1G80480	1.0	1.0
AT3G22820__AT4G14723	0.43913	0.72607	690.0	303.0	0.5524600000000001	GF_002753	0.2487	0.7346	3.0	0.3386	False	AT4G14723	AT3G22820	1.0	1.0
AT4G26230__AT5G56710	1.0	0.85154	357.0	357.0	0.03361	GF_002764	0.0267	1.1703	3.0	0.0228	False	AT4G26230	AT5G56710	1.0	1.0
AT2G16770__AT4G35040	0.85765	0.8063600000000001	843.0	723.0	0.28494	GF_002775	0.1279	0.8032	3.0	0.1592	False	AT2G16770	AT4G35040	1.0	1.0
AT5G36722__AT5G36810	0.02366	1.0	7863.0	186.0	0.0	GF_002766	0.0	0.0	4.0	0.4713	False	AT5G36722	AT5G36810	0.5	0.5
AT1G52410__AT3G15950	0.91386	0.7167600000000001	2403.0	2196.0	0.56318	GF_002834	0.3076	1.1264	3.0	0.273	False	AT1G52410	AT3G15950	1.0	1.0
AT3G51180__AT5G66270	0.79525	0.61073	1641.0	1305.0	0.8947	GF_002787	0.3856	1.4863	3.0	0.2595	False	AT5G66270	AT3G51180	1.0	1.0
AT1G19480__AT1G75230	0.92574	0.76203	1212.0	1122.0	0.29165	GF_002780	0.1182	0.9526	3.0	0.124	False	AT1G19480	AT1G75230	1.0	1.0
AT1G15250__AT3G16080	1.0	0.83509	285.0	285.0	0.06466000000000001	GF_002804	0.0386	1.139	4.0	0.0339	False	AT1G15250	AT3G16080	0.5	0.5
AT1G23290__AT1G70600	0.97987	0.92009	447.0	438.0	0.02915	GF_002783	0.0164	0.6052	3.0	0.0272	False	AT1G70600	AT1G23290	1.0	1.0
AT2G37870__AT3G53980	0.9658100000000001	0.48083000000000004	351.0	339.0	1.38025	GF_002793	0.6487	60.3128	4.0	0.0108	True	AT2G37870	AT3G53980	0.0	0.5
AT4G17215__AT5G47635	0.8427	0.67778	534.0	450.0	0.59186	GF_002805	0.2745	1.4868	4.0	0.1846	False	AT4G17215	AT5G47635	0.5	0.5
AT2G24420__AT4G31340	0.96452	0.7923399999999999	1353.0	1305.0	0.32114000000000004	GF_002789	0.1829	0.5982	3.0	0.3058	False	AT2G24420	AT4G31340	1.0	1.0
AT1G03290__AT4G02880	0.8415	0.7255699999999999	1836.0	1545.0	0.54398	GF_002880	0.2714	0.7573	3.0	0.3584	False	AT1G03290	AT4G02880	1.0	1.0
AT1G03210__AT4G02850	0.8554200000000001	0.73122	996.0	852.0	0.45729	GF_002807	0.2149	1.1142	4.0	0.1928	False	AT4G02850	AT1G03210	0.5	0.5
AT1G02660__AT3G62590	0.84267	0.60127	2250.0	1896.0	0.76774	GF_002798	0.3372	49.5371	3.0	0.0068	True	AT1G02660	AT3G62590	0.0	1.0
AT4G10925__AT4G23960	0.46923000000000004	0.68852	780.0	366.0	0.57026	GF_002795	0.2966	1.137	3.0	0.2609	False	AT4G23960	AT4G10925	1.0	1.0
AT1G56190__AT3G12780	0.9937600000000001	0.8647100000000001	1443.0	1434.0	0.09771	GF_002847	0.0301	0.4138	3.0	0.0727	False	AT1G56190	AT3G12780	1.0	1.0
AT3G45577__AT5G60230	0.40075	0.75389	801.0	321.0	0.36155	GF_002877	0.1703	0.8471	4.0	0.201	False	AT5G60230	AT3G45577	0.5	0.5
AT3G45230__AT5G60630	0.48905	0.62935	822.0	402.0	0.67077	GF_002809	0.3434	2.0778	3.0	0.1653	False	AT5G60630	AT3G45230	1.0	1.0
AT2G28440__AT3G45230	0.6350399999999999	0.50575	822.0	522.0	1.21712	GF_002809	0.6139	2.3221	4.0	0.2644	False	AT2G28440	AT3G45230	0.5	0.5
AT5G09770__AT5G64650	0.62016	0.87292	774.0	480.0	0.054689999999999996	GF_002810	0.0114	0.7101	3.0	0.0161	False	AT5G09770	AT5G64650	1.0	1.0
AT4G17520__AT5G47210	0.86735	0.72353	1176.0	1020.0	0.44461999999999996	GF_002821	0.2277	1.2978	3.0	0.1754	False	AT4G17520	AT5G47210	1.0	1.0
AT1G05210__AT2G32380	1.0	0.77976	504.0	504.0	0.34273000000000003	GF_002829	0.1482	0.6971	3.0	0.2126	False	AT2G32380	AT1G05210	1.0	1.0
AT1G05270__AT2G32340	0.81499	0.7346699999999999	1281.0	1044.0	0.5243800000000001	GF_002812	0.2717	0.7648	3.0	0.3553	False	AT1G05270	AT2G32340	1.0	1.0
AT1G22510__AT1G72175	0.70076	0.76757	792.0	555.0	0.33858	GF_002828	0.1979	0.6376	3.0	0.3104	False	AT1G72175	AT1G22510	1.0	1.0
AT1G10050__AT1G58370	0.82965	0.66482	3258.0	2703.0	0.52688	GF_002815	0.2474	2.6422	4.0	0.0936	False	AT1G10050	AT1G58370	0.5	0.5
AT2G19350__AT4G29850	0.85124	0.8835	363.0	309.0	0.07942	GF_002817	0.0397	0.4223	3.0	0.0941	False	AT4G29850	AT2G19350	1.0	1.0
AT4G25433__AT5G62150	0.8684200000000001	0.60269	342.0	297.0	0.9201299999999999	GF_002837	0.4499	1.1752	3.0	0.3828	False	AT4G25433	AT5G62150	1.0	1.0
AT4G25433__AT5G62150	0.8684200000000001	0.60269	342.0	297.0	0.9201299999999999	GF_002837	0.4499	1.1752	3.0	0.3828	False	AT4G25433	AT5G62150	1.0	1.0
AT1G19660__AT1G75380	0.9027799999999999	0.8359	1080.0	975.0	0.18739	GF_002874	0.0849	0.7069	3.0	0.1202	False	AT1G75380	AT1G19660	1.0	1.0
AT1G02380__AT4G01960	0.88976	0.7669600000000001	762.0	678.0	0.4015	GF_002878	0.1753	0.8331	3.0	0.2104	False	AT1G02380	AT4G01960	1.0	1.0
AT1G17100__AT1G78450	0.88889	0.71296	729.0	648.0	0.51789	GF_002823	0.2509	0.9842	3.0	0.2549	False	AT1G17100	AT1G78450	1.0	1.0
AT2G16370__AT4G34570	0.91696	0.84457	1698.0	1557.0	0.15658	GF_002842	0.0725	0.8214	3.0	0.0883	False	AT2G16370	AT4G34570	1.0	1.0
AT2G16370__AT4G34570	0.91696	0.84457	1698.0	1557.0	0.15658	GF_002842	0.0725	0.8214	3.0	0.0883	False	AT2G16370	AT4G34570	1.0	1.0
AT3G44280__AT5G22280	0.74306	0.5887899999999999	432.0	321.0	0.9148200000000001	GF_002857	0.4895	1.1988	3.0	0.4083	False	AT5G22280	AT3G44280	1.0	1.0
AT5G06265__AT5G22280	0.68056	0.45578	432.0	294.0	1.93082	GF_002857	0.9022	2.5254	4.0	0.3572	False	AT5G06265	AT5G22280	0.5	0.5
AT5G06265__AT5G22280	0.68056	0.45578	432.0	294.0	1.93082	GF_002857	0.9022	2.5254	4.0	0.3572	False	AT5G06265	AT5G22280	0.5	0.5
AT3G23170__AT4G14450	0.7803	0.6440100000000001	396.0	309.0	0.65903	GF_002835	0.3944	1.28	3.0	0.3081	False	AT4G14450	AT3G23170	1.0	1.0
AT1G04330__AT4G14450	0.73485	0.56357	396.0	291.0	0.9888399999999999	GF_002835	0.5269	24.93	4.0	0.0211	True	AT1G04330	AT4G14450	0.0	0.5
AT1G02470__AT4G01883	0.96035	0.52905	681.0	654.0	1.15829	GF_002827	0.4935	64.4154	4.0	0.0077	True	AT1G02470	AT4G01883	0.0	0.5
AT2G42180__AT3G57950	0.76555	0.70417	627.0	480.0	0.57775	GF_002840	0.2826	0.9379	3.0	0.3013	False	AT2G42180	AT3G57950	1.0	1.0
AT3G57950__AT5G06790	0.86603	0.5524899999999999	627.0	543.0	1.01023	GF_002840	0.4764	6.97	4.0	0.0683	True	AT5G06790	AT3G57950	0.0	0.5
AT3G16950__AT4G16155	0.8042600000000001	0.84303	2115.0	1701.0	0.12847999999999998	GF_002860	0.0732	0.6619	3.0	0.1106	False	AT3G16950	AT4G16155	1.0	1.0
AT5G09805__AT5G64667	0.75221	0.69804	339.0	255.0	0.64435	GF_002888	0.3205	0.6373	3.0	0.5029	False	AT5G09805	AT5G64667	1.0	1.0
AT2G22910__AT4G37670	0.9586	0.81838	1884.0	1806.0	0.22055	GF_002849	0.1051	0.6231	3.0	0.1687	False	AT2G22910	AT4G37670	1.0	1.0
AT1G47960__AT3G17140	0.48649	0.63272	666.0	324.0	0.61454	GF_002852	0.3641	1.7195	3.0	0.2117	False	AT1G47960	AT3G17140	1.0	1.0
AT2G07722__ATMG00620	1.0	0.9976	417.0	417.0	0.00732	GF_002883	0.0038	0.0	4.0	99.0	False	AT2G07722	ATMG00620	0.5	0.5
AT1G48030__AT3G17240	0.9512200000000001	0.83629	1599.0	1521.0	0.07439	GF_002859	0.0412	1.0794	3.0	0.0381	False	AT1G48030	AT3G17240	1.0	1.0
AT4G26060__AT5G57060	0.9637700000000001	0.79699	414.0	399.0	0.35053	GF_002866	0.0964	0.5878	3.0	0.1641	False	AT4G26060	AT5G57060	1.0	1.0
AT1G01160__AT4G00850	0.72901	0.75044	786.0	573.0	0.32327	GF_002887	0.1554	1.3079	3.0	0.1188	False	AT4G00850	AT1G01160	1.0	1.0
AT4G27020__AT5G54870	0.97757	0.82091	1605.0	1569.0	0.2093	GF_002875	0.1002	0.7657	3.0	0.1309	False	AT5G54870	AT4G27020	1.0	1.0
AT2G37940__AT3G54020	0.96815	0.85636	942.0	912.0	0.14832	GF_002904	0.0653	0.5086	3.0	0.1285	False	AT3G54020	AT2G37940	1.0	1.0
AT2G37600__AT3G53740	0.99115	0.87202	339.0	336.0	0.08738	GF_002864	0.0501	0.6454	3.0	0.0776	False	AT2G37600	AT3G53740	1.0	1.0
AT2G37600__AT5G02450	0.95575	0.80247	339.0	324.0	0.12415	GF_002864	0.0687	1.4848	4.0	0.0463	False	AT5G02450	AT2G37600	0.5	0.5
AT2G37600__AT5G02450	0.95575	0.80247	339.0	324.0	0.12415	GF_002864	0.0687	1.4848	4.0	0.0463	False	AT5G02450	AT2G37600	0.5	0.5
AT3G53740__AT5G02450	0.95575	0.8333299999999999	339.0	324.0	0.09137	GF_002864	0.0564	0.8641	4.0	0.0652	False	AT5G02450	AT3G53740	0.5	0.5
AT3G53740__AT5G02450	0.95575	0.8333299999999999	339.0	324.0	0.09137	GF_002864	0.0564	0.8641	4.0	0.0652	False	AT5G02450	AT3G53740	0.5	0.5
AT2G37570__AT5G02480	0.9269200000000001	0.71992	1560.0	1446.0	0.34823000000000004	GF_002867	0.1505	2.74	3.0	0.0549	False	AT5G02480	AT2G37570	1.0	1.0
AT2G37570__AT5G02480	0.9269200000000001	0.71992	1560.0	1446.0	0.34823000000000004	GF_002867	0.1505	2.74	3.0	0.0549	False	AT5G02480	AT2G37570	1.0	1.0
AT3G12570__AT5G02480	0.9307700000000001	0.6473800000000001	1560.0	1452.0	0.6155	GF_002867	0.2573	9.8262	4.0	0.0262	True	AT3G12570	AT5G02480	0.0	0.5
AT1G53560__AT3G14595	0.76543	0.62634	486.0	372.0	0.8980600000000001	GF_002881	0.4084	1.5073	4.0	0.271	True	AT3G14595	AT1G53560	0.0	0.5
AT2G39290__AT3G55030	0.62568	0.78603	1098.0	687.0	0.27066999999999997	GF_002869	0.1633	0.7490000000000001	3.0	0.218	False	AT3G55030	AT2G39290	1.0	1.0
AT2G39290__AT3G55030	0.62568	0.78603	1098.0	687.0	0.27066999999999997	GF_002869	0.1633	0.7490000000000001	3.0	0.218	False	AT3G55030	AT2G39290	1.0	1.0
AT4G09250__AT4G09310	0.8790899999999999	1.0	1191.0	1047.0	0.00054	GF_002916	0.0	0.0	4.0	0.4004	False	AT4G09250	AT4G09310	0.5	0.5
AT4G09200__AT4G09250	0.8790899999999999	1.0	1191.0	1047.0	0.00054	GF_002916	0.0	0.0	4.0	0.1568	False	AT4G09250	AT4G09200	0.5	0.5
AT2G20590__AT4G28430	0.83235	0.7014199999999999	1521.0	1266.0	0.5303	GF_002914	0.2482	0.9707	3.0	0.2557	False	AT2G20590	AT4G28430	1.0	1.0
AT3G03340__AT5G17440	0.9388200000000001	0.83709	1275.0	1197.0	0.18567999999999998	GF_002870	0.1152	0.6266	3.0	0.1838	False	AT3G03340	AT5G17440	1.0	1.0
AT1G14320__AT1G26910	0.9954799999999999	0.87121	663.0	660.0	0.03344	GF_002872	0.0151	1.3826	3.0	0.0109	False	AT1G26910	AT1G14320	1.0	1.0
AT2G40435__AT3G56220	0.95062	0.79004	486.0	462.0	0.34387	GF_002868	0.1645	0.7532	3.0	0.2184	False	AT3G56220	AT2G40435	1.0	1.0
AT5G09670__AT5G64550	0.7673800000000001	0.77203	2115.0	1623.0	0.326	GF_002873	0.155	1.0138	3.0	0.1529	False	AT5G64550	AT5G09670	1.0	1.0
AT1G12900__AT3G26650	0.87389	0.85654	1356.0	1185.0	0.09011	GF_002901	0.0493	0.6940000000000001	3.0	0.0711	False	AT3G26650	AT1G12900	1.0	1.0
AT4G25740__AT5G52650	0.95109	0.8704799999999999	552.0	525.0	0.11205	GF_002893	0.0487	0.6283	3.0	0.0775	False	AT5G52650	AT4G25740	1.0	1.0
AT1G01820__AT2G45740	0.9957600000000001	0.74752	708.0	705.0	0.2303	GF_002879	0.1068	1.5085	4.0	0.0708	False	AT1G01820	AT2G45740	0.5	0.5
AT3G05710__AT5G26980	0.95536	0.8452799999999999	1008.0	963.0	0.12259	GF_002892	0.0591	0.7453	3.0	0.0793	False	AT3G05710	AT5G26980	1.0	1.0
AT1G24180__AT1G59900	0.8922	0.78578	1308.0	1167.0	0.20571	GF_002935	0.1033	1.3374	3.0	0.0772	False	AT1G24180	AT1G59900	1.0	1.0
AT1G23320__AT1G70560	0.86577	0.74849	1341.0	1161.0	0.42043	GF_002958	0.1892	1.034	3.0	0.1829	False	AT1G70560	AT1G23320	1.0	1.0
AT1G51600__AT3G21175	0.89697	0.81306	990.0	888.0	0.27132	GF_002905	0.1266	0.6122	3.0	0.2067	False	AT1G51600	AT3G21175	1.0	1.0
AT3G23800__AT4G14030	0.97959	0.76042	1470.0	1440.0	0.27810999999999997	GF_002898	0.1362	1.2358	4.0	0.1102	False	AT3G23800	AT4G14030	0.5	0.5
AT1G16320__AT1G79510	0.92491	0.79828	879.0	813.0	0.29074	GF_002897	0.1058	0.7235	3.0	0.1462	False	AT1G16320	AT1G79510	1.0	1.0
AT1G07140__AT2G30060	0.9347799999999999	0.8387600000000001	690.0	645.0	0.17252	GF_002954	0.0874	0.7259	3.0	0.1204	False	AT1G07140	AT2G30060	1.0	1.0
AT1G07140__AT5G58590	0.9521700000000001	0.75495	690.0	657.0	0.33086	GF_002954	0.1591	1.2309	4.0	0.1293	False	AT5G58590	AT1G07140	0.5	0.5
AT5G10625__AT5G24860	0.5989	0.7737	546.0	327.0	0.22645	GF_002911	0.1063	1.8829	3.0	0.0565	False	AT5G10625	AT5G24860	1.0	1.0
AT4G31380__AT5G10625	0.6098899999999999	0.6936899999999999	546.0	333.0	0.26855999999999997	GF_002911	0.1318	12.6317	4.0	0.0104	True	AT4G31380	AT5G10625	0.0	0.5
AT4G31380__AT5G24860	0.5989	0.7156	546.0	327.0	0.30555	GF_002911	0.1493	19.9649	4.0	0.0075	True	AT4G31380	AT5G24860	0.0	0.5
AT2G39770__AT3G55590	0.9890399999999999	0.8144	1095.0	1083.0	0.15839	GF_002924	0.0785	1.1166	3.0	0.0703	False	AT3G55590	AT2G39770	1.0	1.0
AT1G29250__AT2G34160	0.79268	0.87436	492.0	390.0	0.06558	GF_002947	0.035	0.7182	3.0	0.0487	False	AT1G29250	AT2G34160	1.0	1.0
AT1G14280__AT2G02950	0.79842	0.72772	1518.0	1212.0	0.45851000000000003	GF_002923	0.2582	1.0303	3.0	0.2506	False	AT2G02950	AT1G14280	1.0	1.0
AT4G27890__AT5G53400	0.90966	0.7637	963.0	876.0	0.37842	GF_002906	0.1523	0.8271	3.0	0.1842	False	AT4G27890	AT5G53400	1.0	1.0
AT1G12910__AT3G26640	0.98575	0.8583799999999999	1053.0	1038.0	0.08989	GF_002908	0.0417	0.9782	3.0	0.0427	False	AT3G26640	AT1G12910	1.0	1.0
AT4G04860__AT4G21810	0.8840600000000001	0.85109	828.0	732.0	0.05662999999999999	GF_002929	0.027999999999999997	0.8270000000000001	3.0	0.0338	False	AT4G04860	AT4G21810	1.0	1.0
AT3G03780__AT5G17920	0.94096	0.8841	2439.0	2295.0	0.07489	GF_002915	0.0376	0.5288	3.0	0.0711	False	AT3G03780	AT5G17920	1.0	1.0
AT1G04030__AT5G44040	0.7819699999999999	0.67113	1431.0	1119.0	0.62968	GF_002939	0.3692	1.375	3.0	0.2685	False	AT1G04030	AT5G44040	1.0	1.0
AT1G04030__AT5G44040	0.7819699999999999	0.67113	1431.0	1119.0	0.62968	GF_002939	0.3692	1.375	3.0	0.2685	False	AT1G04030	AT5G44040	1.0	1.0
AT1G04030__AT2G33400	0.56394	0.47088	1431.0	807.0	1.43866	GF_002939	0.9002	10.4675	4.0	0.086	True	AT2G33400	AT1G04030	0.0	0.5
AT2G33400__AT5G44040	0.55975	0.49313	1431.0	801.0	1.33892	GF_002939	0.7033	13.6326	4.0	0.0516	True	AT2G33400	AT5G44040	0.0	0.5
AT2G33400__AT5G44040	0.55975	0.49313	1431.0	801.0	1.33892	GF_002939	0.7033	13.6326	4.0	0.0516	True	AT2G33400	AT5G44040	0.0	0.5
AT1G06870__AT2G30440	0.91081	0.76954	1110.0	1011.0	0.3484	GF_002956	0.1639	0.736	3.0	0.2226	False	AT1G06870	AT2G30440	1.0	1.0
AT1G15400__AT1G80180	0.88235	0.73827	459.0	405.0	0.37769	GF_002943	0.1749	0.8516	3.0	0.2053	False	AT1G80180	AT1G15400	1.0	1.0
AT1G80180__AT5G20100	0.72549	0.51051	459.0	333.0	1.0561200000000002	GF_002943	0.5685	12.107999999999999	4.0	0.047	True	AT5G20100	AT1G80180	0.0	0.5
AT1G15400__AT5G20100	0.71895	0.5090899999999999	459.0	330.0	1.07475	GF_002943	0.5374	33.7053	4.0	0.0159	True	AT5G20100	AT1G15400	0.0	0.5
AT1G03905__AT5G44110	0.79213	0.8215100000000001	1068.0	846.0	0.1588	GF_002946	0.0736	1.0483	3.0	0.0702	False	AT5G44110	AT1G03905	1.0	1.0
AT5G11090__AT5G25280	0.8949600000000001	0.77778	714.0	639.0	0.21570999999999999	GF_002959	0.0961	0.8005	3.0	0.12	False	AT5G25280	AT5G11090	1.0	1.0
AT5G11090__AT5G20370	0.67647	0.5383	714.0	483.0	0.89896	GF_002959	0.5252	3.2557	4.0	0.1613	False	AT5G20370	AT5G11090	0.5	0.5
AT3G48070__AT5G62910	0.81217	0.7437600000000001	1134.0	921.0	0.39325	GF_002970	0.1874	1.2612	3.0	0.1485	False	AT5G62910	AT3G48070	1.0	1.0
AT1G74870__AT3G48070	0.71429	0.51481	1134.0	810.0	1.42195	GF_002970	0.7013	3.0467	4.0	0.2302	False	AT1G74870	AT3G48070	0.5	0.5
AT5G07830__AT5G61250	0.9889899999999999	0.76747	1635.0	1617.0	0.35168	GF_002979	0.1682	0.8545	3.0	0.1968	False	AT5G07830	AT5G61250	1.0	1.0
AT3G45630__AT5G60170	0.9180200000000001	0.78089	3147.0	2889.0	0.40629	GF_002969	0.1869	0.6299	3.0	0.2968	False	AT3G45630	AT5G60170	1.0	1.0
AT1G04480__AT2G33370	1.0	0.8904799999999999	420.0	420.0	0.0	GF_002966	0.0007	0.6946	4.0	0.001	False	AT2G33370	AT1G04480	0.5	0.5
AT3G49840__AT5G67610	0.8517100000000001	0.67485	1578.0	1344.0	0.70631	GF_002977	0.3389	0.9291	3.0	0.3647	False	AT3G49840	AT5G67610	1.0	1.0
AT2G17420__AT4G35460	0.69533	0.80556	1605.0	1116.0	0.177	GF_002953	0.0961	0.9381	3.0	0.1025	False	AT4G35460	AT2G17420	1.0	1.0
AT3G49330__AT5G24370	0.9234700000000001	0.55985	588.0	543.0	1.0995	GF_002992	0.5227	2.9436	3.0	0.1776	False	AT3G49330	AT5G24370	1.0	1.0
AT3G11270__AT5G05780	0.9419	0.87879	981.0	924.0	0.04495	GF_002972	0.0189	0.6067	3.0	0.0311	False	AT5G05780	AT3G11270	1.0	1.0
AT2G39990__AT5G05780	0.84404	0.43961000000000006	981.0	828.0	1.58945	GF_002972	0.9267	4.9239	4.0	0.1882	True	AT2G39990	AT5G05780	0.0	0.5
AT2G39990__AT5G05780	0.84404	0.43961000000000006	981.0	828.0	1.58945	GF_002972	0.9267	4.9239	4.0	0.1882	True	AT2G39990	AT5G05780	0.0	0.5
AT2G39990__AT3G11270	0.84404	0.43961000000000006	981.0	828.0	1.54556	GF_002972	0.8827	14.0345	4.0	0.0629	True	AT2G39990	AT3G11270	0.0	0.5
AT5G09976__AT5G64890	0.7339399999999999	0.50417	327.0	240.0	1.2947600000000001	GF_002961	0.5238	63.5502	4.0	0.0082	True	AT5G09976	AT5G64890	0.0	0.5
AT5G10240__AT5G65010	0.9829600000000001	0.86482	1761.0	1731.0	0.10032	GF_002974	0.0503	0.6252	3.0	0.0804	False	AT5G10240	AT5G65010	1.0	1.0
AT5G12150__AT5G19390	0.8254299999999999	0.72372	2973.0	2454.0	0.37596	GF_002963	0.1822	1.38	3.0	0.132	False	AT5G12150	AT5G19390	1.0	1.0
AT2G18080__AT4G36190	0.98569	0.7890699999999999	1467.0	1446.0	0.32411999999999996	GF_002993	0.1459	0.8081	4.0	0.1806	False	AT2G18080	AT4G36190	0.5	0.5
AT2G18080__AT4G36190	0.98569	0.7890699999999999	1467.0	1446.0	0.32411999999999996	GF_002993	0.1459	0.8081	4.0	0.1806	False	AT2G18080	AT4G36190	0.5	0.5
AT3G22520__AT4G14840	0.88065	0.7326	1860.0	1638.0	0.43318	GF_002998	0.2142	1.1721	3.0	0.1827	False	AT4G14840	AT3G22520	1.0	1.0
AT1G05410__AT4G14840	0.71129	0.39683	1860.0	1323.0	2.26447	GF_002998	0.99	69.2985	4.0	0.0143	True	AT1G05410	AT4G14840	0.0	0.5
AT5G12170__AT5G19380	0.8381	0.75758	1575.0	1320.0	0.34288	GF_003007	0.1782	0.7573	3.0	0.2353	False	AT5G19380	AT5G12170	1.0	1.0
AT2G19680__AT4G29480	1.0	0.8579200000000001	366.0	366.0	0.13462000000000002	GF_002999	0.0648	0.5369	3.0	0.1207	False	AT2G19680	AT4G29480	1.0	1.0
AT3G01560__AT5G14540	0.8375600000000001	0.73737	1773.0	1485.0	0.4163	GF_002988	0.20800000000000002	0.8432	3.0	0.2467	False	AT5G14540	AT3G01560	1.0	1.0
AT4G27280__AT5G54490	0.9136700000000001	0.80052	417.0	381.0	0.21095	GF_003003	0.0902	1.2955	3.0	0.0696	False	AT5G54490	AT4G27280	1.0	1.0
ATCG00890__ATCG01250	1.0	1.0	1167.0	1167.0	0.0	GF_003016	0.0	0.0	4.0	0.4814	True	ATCG01250	ATCG00890	0.0	0.5
AT1G18540__AT1G74050	1.0	0.8469200000000001	699.0	699.0	0.09625	GF_002987	0.0491	0.8469	4.0	0.057999999999999996	False	AT1G18540	AT1G74050	0.5	0.5
AT2G45070__AT3G60540	0.7117100000000001	0.8607600000000001	333.0	237.0	0.08882000000000001	GF_002978	0.0496	0.6268	3.0	0.0792	False	AT3G60540	AT2G45070	1.0	1.0
AT3G48930__AT5G23740	0.99375	0.88679	480.0	477.0	0.053939999999999995	GF_003042	0.0251	0.6037	3.0	0.0415	False	AT3G48930	AT5G23740	1.0	1.0
AT3G06210__AT5G18980	0.9741799999999999	0.80602	2556.0	2490.0	0.23885	GF_002986	0.1082	0.6838	3.0	0.1582	False	AT5G18980	AT3G06210	1.0	1.0
AT1G02570__AT2G47360	0.8503200000000001	0.56429	942.0	801.0	0.9982200000000001	GF_003041	0.5238	3.2461	4.0	0.1614	False	AT2G47360	AT1G02570	0.5	0.5
AT1G18180__AT1G73650	0.83196	0.81567	1089.0	906.0	0.25891	GF_003033	0.1225	0.6581	3.0	0.1862	False	AT1G73650	AT1G18180	1.0	1.0
AT1G22970__AT1G71150	0.92819	0.76982	1128.0	1047.0	0.38772	GF_003030	0.1744	0.7994	3.0	0.2182	False	AT1G71150	AT1G22970	1.0	1.0
AT1G20910__AT1G76510	0.46082	0.78257	2565.0	1182.0	0.38833	GF_003034	0.2	0.5437	3.0	0.3679	False	AT1G20910	AT1G76510	1.0	1.0
AT2G47350__AT3G06660	0.7359899999999999	0.5372600000000001	1659.0	1221.0	1.16727	GF_003004	0.5687	2.5098	3.0	0.2266	False	AT2G47350	AT3G06660	1.0	1.0
AT2G24590__AT4G31580	0.8940100000000001	0.8470799999999999	651.0	582.0	0.10087	GF_003011	0.0458	1.0086	3.0	0.0454	False	AT2G24590	AT4G31580	1.0	1.0
AT4G25630__AT5G52470	0.94427	0.82514	969.0	915.0	0.09525	GF_003023	0.037000000000000005	1.2166	3.0	0.0304	False	AT4G25630	AT5G52470	1.0	1.0
AT1G12920__AT3G26618	0.99541	0.87174	1308.0	1302.0	0.058910000000000004	GF_003006	0.0282	0.8422	3.0	0.0335	False	AT3G26618	AT1G12920	1.0	1.0
AT1G16780__AT1G78920	0.8991	0.88695	2676.0	2406.0	0.07578	GF_003029	0.0344	0.4855	3.0	0.0709	False	AT1G16780	AT1G78920	1.0	1.0
AT1G80230__AT3G15640	0.97159	0.72515	528.0	513.0	0.38915	GF_003035	0.0305	2.1302	3.0	0.0143	False	AT3G15640	AT1G80230	1.0	1.0
AT1G80230__AT3G15640	0.97159	0.72515	528.0	513.0	0.38915	GF_003035	0.0305	2.1302	3.0	0.0143	False	AT3G15640	AT1G80230	1.0	1.0
AT1G52710__AT3G15640	0.51136	0.75926	528.0	270.0	0.49121000000000004	GF_003035	0.1648	1.1446	4.0	0.14400000000000002	False	AT1G52710	AT3G15640	0.5	0.5
AT3G02770__AT5G16450	1.0	0.8694799999999999	498.0	498.0	0.048760000000000005	GF_003026	0.023	0.6505	3.0	0.0354	False	AT5G16450	AT3G02770	1.0	1.0
AT1G19450__AT1G75220	0.99795	0.85695	1464.0	1461.0	0.08538	GF_003045	0.0428	0.7399	2.0	0.0578	False	AT1G75220	AT1G19450	1.0	1.0
AT1G17530__AT1G72750	0.97906	0.7861	573.0	561.0	0.19052	GF_003043	0.0988	1.2137	3.0	0.0814	False	AT1G17530	AT1G72750	1.0	1.0
AT5G07090__AT5G58420	1.0	0.9084	786.0	786.0	0.004379999999999999	GF_003013	0.0049	0.5996	3.0	0.0082	False	AT5G58420	AT5G07090	1.0	1.0
