	Vvi.cds
GF00011	GSVIVT01014512001, GSVIVT01006353001, GSVIVT01000424001, GSVIVT01014538001, GSVIVT01005713001, GSVIVT01014499001, GSVIVT01014494001, GSVIVT01038343001, GSVIVT01007138001, GSVIVT01000425001, GSVIVT01014497001, GSVIVT01014533001, GSVIVT01005704001, GSVIVT01005375001, GSVIVT01014504001, GSVIVT01000445001, GSVIVT01020563001, GSVIVT01014532001, GSVIVT01014524001, GSVIVT01014498001, GSVIVT01006980001, GSVIVT01014537001, GSVIVT01014496001, GSVIVT01003287001, GSVIVT01014487001, GSVIVT01005708001, GSVIVT01005712001, GSVIVT01014511001, GSVIVT01005706001, GSVIVT01014515001, GSVIVT01014517001, GSVIVT01014519001, GSVIVT01014523001, GSVIVT01038348001, GSVIVT01014513001, GSVIVT01014531001, GSVIVT01014525001, GSVIVT01014506001, GSVIVT01005707001, GSVIVT01014518001, GSVIVT01006680001, GSVIVT01006743001, GSVIVT01014205001, GSVIVT01014502001, GSVIVT01014522001, GSVIVT01014507001, GSVIVT01014516001, GSVIVT01027100001, GSVIVT01038307001, GSVIVT01038316001, GSVIVT01038330001, GSVIVT01038331001, GSVIVT01038321001, GSVIVT01038349001
GF00012	GSVIVT01013251001, GSVIVT01018335001, GSVIVT01017737001, GSVIVT01018336001, GSVIVT01021353001, GSVIVT01013257001, GSVIVT01013263001, GSVIVT01018669001, GSVIVT01021346001, GSVIVT01013260001, GSVIVT01013255001, GSVIVT01021331001, GSVIVT01013262001, GSVIVT01021349001, GSVIVT01034131001, GSVIVT01016505001, GSVIVT01012842001, GSVIVT01032809001, GSVIVT01017173001, GSVIVT01008907001, GSVIVT01013888001, GSVIVT01021355001, GSVIVT01030508001, GSVIVT01011165001, GSVIVT01035796001, GSVIVT01008811001, GSVIVT01021339001, GSVIVT01021337001, GSVIVT01021335001, GSVIVT01021330001, GSVIVT01021328001, GSVIVT01012846001, GSVIVT01017449001, GSVIVT01015908001, GSVIVT01012847001, GSVIVT01021360001, GSVIVT01021334001, GSVIVT01021332001, GSVIVT01012845001, GSVIVT01018667001, GSVIVT01013258001, GSVIVT01013252001, GSVIVT01021352001, GSVIVT01021358001, GSVIVT01013253001, GSVIVT01021362001, GSVIVT01021333001, GSVIVT01021344001, GSVIVT01022069001, GSVIVT01017178001, GSVIVT01021326001, GSVIVT01019892001, GSVIVT01021351001, GSVIVT01021357001
GF00013	GSVIVT01001106001, GSVIVT01024796001, GSVIVT01034004001, GSVIVT01009804001, GSVIVT01028391001, GSVIVT01015522001, GSVIVT01030494001, GSVIVT01037125001, GSVIVT01009579001, GSVIVT01011908001, GSVIVT01025359001, GSVIVT01032716001, GSVIVT01027876001, GSVIVT01018395001, GSVIVT01031343001, GSVIVT01021298001, GSVIVT01025795001, GSVIVT01015523001, GSVIVT01011563001, GSVIVT01023146001, GSVIVT01013493001, GSVIVT01008064001, GSVIVT01028392001, GSVIVT01001292001, GSVIVT01020084001, GSVIVT01026058001, GSVIVT01026059001, GSVIVT01026070001, GSVIVT01026064001, GSVIVT01026065001, GSVIVT01026071001, GSVIVT01020076001, GSVIVT01026072001, GSVIVT01008071001, GSVIVT01008073001, GSVIVT01032603001, GSVIVT01008072001, GSVIVT01017052001, GSVIVT01035643001, GSVIVT01015356001, GSVIVT01025106001, GSVIVT01016458001, GSVIVT01026066001, GSVIVT01026067001, GSVIVT01013171001, GSVIVT01034071001, GSVIVT01026068001, GSVIVT01032550001, GSVIVT01015357001, GSVIVT01025107001, GSVIVT01026061001, GSVIVT01026062001, GSVIVT01027663001, GSVIVT01033988001
GF00014	GSVIVT01000940001, GSVIVT01008601001, GSVIVT01006485001, GSVIVT01014405001, GSVIVT01019952001, GSVIVT01033032001, GSVIVT01025165001, GSVIVT01025657001, GSVIVT01033372001, GSVIVT01025515001, GSVIVT01035214001, GSVIVT01022354001, GSVIVT01036711001, GSVIVT01008839001, GSVIVT01033374001, GSVIVT01011445001, GSVIVT01014287001, GSVIVT01019670001, GSVIVT01007982001, GSVIVT01029392001, GSVIVT01018623001, GSVIVT01001264001, GSVIVT01034485001, GSVIVT01035554001, GSVIVT01014403001, GSVIVT01018809001, GSVIVT01027431001, GSVIVT01037113001, GSVIVT01036682001, GSVIVT01008291001, GSVIVT01013182001, GSVIVT01013671001, GSVIVT01020478001, GSVIVT01013419001, GSVIVT01016175001, GSVIVT01028354001, GSVIVT01023123001, GSVIVT01007194001, GSVIVT01023921001, GSVIVT01027477001, GSVIVT01019702001, GSVIVT01026495001, GSVIVT01016176001, GSVIVT01027470001, GSVIVT01027472001, GSVIVT01036071001, GSVIVT01025244001, GSVIVT01026055001, GSVIVT01036091001, GSVIVT01033886001, GSVIVT01026468001, GSVIVT01029709001, GSVIVT01035959001
GF00015	GSVIVT01000491001, GSVIVT01000494001, GSVIVT01000493001, GSVIVT01014943001, GSVIVT01000497001, GSVIVT01014894001, GSVIVT01000499001, GSVIVT01000506001, GSVIVT01014967001, GSVIVT01014958001, GSVIVT01014977001, GSVIVT01014946001, GSVIVT01014978001, GSVIVT01014935001, GSVIVT01014902001, GSVIVT01014890001, GSVIVT01006618001, GSVIVT01035466001, GSVIVT01006619001, GSVIVT01015099001, GSVIVT01015485001, GSVIVT01009676001, GSVIVT01014965001, GSVIVT01017237001, GSVIVT01014981001, GSVIVT01000492001, GSVIVT01009678001, GSVIVT01009677001, GSVIVT01000504001, GSVIVT01014923001, GSVIVT01014905001, GSVIVT01032871001, GSVIVT01001710001, GSVIVT01037154001, GSVIVT01018325001, GSVIVT01018323001, GSVIVT01018322001, GSVIVT01026243001, GSVIVT01018321001, GSVIVT01031038001, GSVIVT01026237001, GSVIVT01028930001, GSVIVT01009671001, GSVIVT01009673001, GSVIVT01014921001, GSVIVT01028236001, GSVIVT01009674001, GSVIVT01020509001, GSVIVT01014896001, GSVIVT01014948001, GSVIVT01014904001, GSVIVT01036583001
GF00016	GSVIVT01001193001, GSVIVT01018020001, GSVIVT01032487001, GSVIVT01007775001, GSVIVT01001690001, GSVIVT01023958001, GSVIVT01008728001, GSVIVT01007762001, GSVIVT01032389001, GSVIVT01002332001, GSVIVT01008413001, GSVIVT01035409001, GSVIVT01020712001, GSVIVT01036758001, GSVIVT01012116001, GSVIVT01021884001, GSVIVT01003214001, GSVIVT01026898001, GSVIVT01032232001, GSVIVT01024679001, GSVIVT01019010001, GSVIVT01030194001, GSVIVT01034988001, GSVIVT01009192001, GSVIVT01019821001, GSVIVT01033779001, GSVIVT01007646001, GSVIVT01034710001, GSVIVT01004567001, GSVIVT01021301001, GSVIVT01006142001, GSVIVT01012895001, GSVIVT01002961001, GSVIVT01038213001, GSVIVT01005751001, GSVIVT01029147001, GSVIVT01029055001, GSVIVT01023236001, GSVIVT01007659001, GSVIVT01008346001, GSVIVT01030974001, GSVIVT01035584001, GSVIVT01023962001, GSVIVT01035446001, GSVIVT01007240001, GSVIVT01015494001, GSVIVT01012894001, GSVIVT01018052001, GSVIVT01021220001, GSVIVT01021221001, GSVIVT01026899001, GSVIVT01035226001
GF00017	GSVIVT01000313001, GSVIVT01018225001, GSVIVT01001944001, GSVIVT01005673001, GSVIVT01037305001, GSVIVT01010182001, GSVIVT01023574001, GSVIVT01030359001, GSVIVT01003489001, GSVIVT01000319001, GSVIVT01021857001, GSVIVT01025899001, GSVIVT01022672001, GSVIVT01012273001, GSVIVT01038481001, GSVIVT01024189001, GSVIVT01032145001, GSVIVT01034661001, GSVIVT01010705001, GSVIVT01030778001, GSVIVT01022852001, GSVIVT01022471001, GSVIVT01032187001, GSVIVT01005229001, GSVIVT01030850001, GSVIVT01029111001, GSVIVT01000500001, GSVIVT01001707001, GSVIVT01027926001, GSVIVT01022431001, GSVIVT01005721001, GSVIVT01006092001, GSVIVT01030930001, GSVIVT01036620001, GSVIVT01027888001, GSVIVT01014980001, GSVIVT01027219001, GSVIVT01012550001, GSVIVT01035755001, GSVIVT01022959001, GSVIVT01018264001, GSVIVT01012558001, GSVIVT01038032001, GSVIVT01023031001, GSVIVT01026366001, GSVIVT01030087001, GSVIVT01034303001, GSVIVT01036949001, GSVIVT01036680001, GSVIVT01037283001, GSVIVT01038491001
GF00018	GSVIVT01000821001, GSVIVT01031360001, GSVIVT01018476001, GSVIVT01024552001, GSVIVT01032442001, GSVIVT01017651001, GSVIVT01011527001, GSVIVT01015515001, GSVIVT01024227001, GSVIVT01029438001, GSVIVT01016847001, GSVIVT01017454001, GSVIVT01028137001, GSVIVT01033437001, GSVIVT01001348001, GSVIVT01035374001, GSVIVT01015173001, GSVIVT01032750001, GSVIVT01007665001, GSVIVT01009983001, GSVIVT01032335001, GSVIVT01019804001, GSVIVT01036761001, GSVIVT01025418001, GSVIVT01025641001, GSVIVT01013702001, GSVIVT01002619001, GSVIVT01010257001, GSVIVT01027084001, GSVIVT01027957001, GSVIVT01008218001, GSVIVT01015034001, GSVIVT01007666001, GSVIVT01010258001, GSVIVT01009935001, GSVIVT01032334001, GSVIVT01017719001, GSVIVT01021538001, GSVIVT01037636001, GSVIVT01016810001, GSVIVT01036113001, GSVIVT01035373001, GSVIVT01025419001, GSVIVT01017910001, GSVIVT01038169001, GSVIVT01024652001, GSVIVT01020175001, GSVIVT01023162001, GSVIVT01029888001, GSVIVT01035372001
GF00019	GSVIVT01000438001, GSVIVT01036853001, GSVIVT01006430001, GSVIVT01015799001, GSVIVT01006739001, GSVIVT01034326001, GSVIVT01005168001, GSVIVT01000429001, GSVIVT01012617001, GSVIVT01015794001, GSVIVT01007342001, GSVIVT01006683001, GSVIVT01038006001, GSVIVT01019195001, GSVIVT01002237001, GSVIVT01002482001, GSVIVT01004598001, GSVIVT01006512001, GSVIVT01005158001, GSVIVT01006905001, GSVIVT01006872001, GSVIVT01006143001, GSVIVT01005163001, GSVIVT01006906001, GSVIVT01006742001, GSVIVT01012618001, GSVIVT01005164001, GSVIVT01005169001, GSVIVT01006740001, GSVIVT01019201001, GSVIVT01019205001, GSVIVT01005167001, GSVIVT01005159001, GSVIVT01036854001, GSVIVT01030637001, GSVIVT01030634001, GSVIVT01038008001, GSVIVT01030635001, GSVIVT01011702001, GSVIVT01006505001, GSVIVT01008309001, GSVIVT01006524001, GSVIVT01006902001, GSVIVT01034573001, GSVIVT01018462001, GSVIVT01038010001, GSVIVT01021069001, GSVIVT01030633001
GF00020	GSVIVT01021282001, GSVIVT01020786001, GSVIVT01014128001, GSVIVT01021297001, GSVIVT01021295001, GSVIVT01021293001, GSVIVT01014150001, GSVIVT01021278001, GSVIVT01014221001, GSVIVT01031954001, GSVIVT01014134001, GSVIVT01014145001, GSVIVT01014138001, GSVIVT01020456001, GSVIVT01007661001, GSVIVT01005211001, GSVIVT01023846001, GSVIVT01030310001, GSVIVT01014147001, GSVIVT01002533001, GSVIVT01014149001, GSVIVT01014140001, GSVIVT01030482001, GSVIVT01012665001, GSVIVT01006301001, GSVIVT01004912001, GSVIVT01018536001, GSVIVT01037513001, GSVIVT01012883001, GSVIVT01012885001, GSVIVT01014111001, GSVIVT01014114001, GSVIVT01014119001, GSVIVT01014112001, GSVIVT01014115001, GSVIVT01014133001, GSVIVT01014135001, GSVIVT01014136001, GSVIVT01014144001, GSVIVT01014146001, GSVIVT01016024001, GSVIVT01017345001, GSVIVT01019254001, GSVIVT01020230001, GSVIVT01032499001, GSVIVT01026400001, GSVIVT01027636001
GF00021	GSVIVT01023382001, GSVIVT01023673001, GSVIVT01008435001, GSVIVT01008434001, GSVIVT01008437001, GSVIVT01028401001, GSVIVT01008436001, GSVIVT01008039001, GSVIVT01011370001, GSVIVT01011365001, GSVIVT01008450001, GSVIVT01011374001, GSVIVT01032610001, GSVIVT01026205001, GSVIVT01026196001, GSVIVT01032611001, GSVIVT01026187001, GSVIVT01038764001, GSVIVT01023665001, GSVIVT01023666001, GSVIVT01036637001, GSVIVT01023362001, GSVIVT01023365001, GSVIVT01035211001, GSVIVT01022823001, GSVIVT01011375001, GSVIVT01023677001, GSVIVT01028396001, GSVIVT01028398001, GSVIVT01023681001, GSVIVT01023358001, GSVIVT01036639001, GSVIVT01038768001, GSVIVT01028400001, GSVIVT01011373001, GSVIVT01026185001, GSVIVT01021409001, GSVIVT01023369001, GSVIVT01038765001, GSVIVT01023376001, GSVIVT01023353001, GSVIVT01023676001, GSVIVT01023367001, GSVIVT01023686001, GSVIVT01026191001, GSVIVT01038628001
GF00022	GSVIVT01004710001, GSVIVT01007802001, GSVIVT01019717001, GSVIVT01007799001, GSVIVT01020191001, GSVIVT01020189001, GSVIVT01020190001, GSVIVT01020187001, GSVIVT01032511001, GSVIVT01020204001, GSVIVT01008889001, GSVIVT01008890001, GSVIVT01028302001, GSVIVT01010467001, GSVIVT01016598001, GSVIVT01032509001, GSVIVT01026602001, GSVIVT01026605001, GSVIVT01020185001, GSVIVT01026607001, GSVIVT01023731001, GSVIVT01019713001, GSVIVT01026606001, GSVIVT01019715001, GSVIVT01026599001, GSVIVT01026608001, GSVIVT01008361001, GSVIVT01009805001, GSVIVT01034524001, GSVIVT01018850001, GSVIVT01025798001, GSVIVT01008888001, GSVIVT01036586001, GSVIVT01027765001, GSVIVT01019714001, GSVIVT01036865001, GSVIVT01026614001, GSVIVT01025616001, GSVIVT01026595001, GSVIVT01026601001, GSVIVT01015903001, GSVIVT01026597001, GSVIVT01026598001, GSVIVT01026610001, GSVIVT01026604001
GF00023	GSVIVT01000175001, GSVIVT01009393001, GSVIVT01022182001, GSVIVT01008139001, GSVIVT01008980001, GSVIVT01027577001, GSVIVT01036551001, GSVIVT01010521001, GSVIVT01008560001, GSVIVT01007989001, GSVIVT01012249001, GSVIVT01008140001, GSVIVT01036549001, GSVIVT01000802001, GSVIVT01012250001, GSVIVT01021303001, GSVIVT01025945001, GSVIVT01018450001, GSVIVT01015641001, GSVIVT01011300001, GSVIVT01001701001, GSVIVT01019180001, GSVIVT01002442001, GSVIVT01019167001, GSVIVT01038474001, GSVIVT01003861001, GSVIVT01027579001, GSVIVT01003864001, GSVIVT01009219001, GSVIVT01018446001, GSVIVT01012110001, GSVIVT01019883001, GSVIVT01005934001, GSVIVT01026207001, GSVIVT01033253001, GSVIVT01025916001, GSVIVT01001437001, GSVIVT01009171001, GSVIVT01003858001, GSVIVT01035477001, GSVIVT01033067001, GSVIVT01008806001, GSVIVT01014093001, GSVIVT01015649001
GF00024	GSVIVT01000401001, GSVIVT01030646001, GSVIVT01006399001, GSVIVT01000403001, GSVIVT01014566001, GSVIVT01014569001, GSVIVT01030647001, GSVIVT01014557001, GSVIVT01014558001, GSVIVT01014323001, GSVIVT01014325001, GSVIVT01014175001, GSVIVT01014174001, GSVIVT01000402001, GSVIVT01013517001, GSVIVT01006638001, GSVIVT01012363001, GSVIVT01033458001, GSVIVT01006400001, GSVIVT01006467001, GSVIVT01014565001, GSVIVT01036317001, GSVIVT01014324001, GSVIVT01006464001, GSVIVT01005217001, GSVIVT01005219001, GSVIVT01036321001, GSVIVT01006639001, GSVIVT01006643001, GSVIVT01013518001, GSVIVT01014562001, GSVIVT01036372001, GSVIVT01036331001, GSVIVT01036370001, GSVIVT01036327001, GSVIVT01036313001, GSVIVT01014563001, GSVIVT01036325001, GSVIVT01014893001, GSVIVT01036328001, GSVIVT01036332001, GSVIVT01036338001, GSVIVT01036345001
GF00025	GSVIVT01001089001, GSVIVT01008649001, GSVIVT01032983001, GSVIVT01022277001, GSVIVT01034563001, GSVIVT01018271001, GSVIVT01035098001, GSVIVT01018270001, GSVIVT01028050001, GSVIVT01018272001, GSVIVT01021098001, GSVIVT01020584001, GSVIVT01021146001, GSVIVT01013935001, GSVIVT01014291001, GSVIVT01013934001, GSVIVT01028315001, GSVIVT01013918001, GSVIVT01013913001, GSVIVT01013916001, GSVIVT01013917001, GSVIVT01013923001, GSVIVT01028313001, GSVIVT01009801001, GSVIVT01005747001, GSVIVT01032961001, GSVIVT01037712001, GSVIVT01036228001, GSVIVT01030515001, GSVIVT01017542001, GSVIVT01028314001, GSVIVT01013905001, GSVIVT01011902001, GSVIVT01028312001, GSVIVT01013924001, GSVIVT01013929001, GSVIVT01013931001, GSVIVT01013914001, GSVIVT01013920001, GSVIVT01027770001, GSVIVT01036201001
GF00026	GSVIVT01029508001, GSVIVT01001721001, GSVIVT01032217001, GSVIVT01029509001, GSVIVT01029510001, GSVIVT01029489001, GSVIVT01029482001, GSVIVT01029491001, GSVIVT01029474001, GSVIVT01029488001, GSVIVT01029518001, GSVIVT01035579001, GSVIVT01029494001, GSVIVT01001723001, GSVIVT01029520001, GSVIVT01029503001, GSVIVT01021485001, GSVIVT01001724001, GSVIVT01029481001, GSVIVT01029467001, GSVIVT01029523001, GSVIVT01015993001, GSVIVT01035581001, GSVIVT01035582001, GSVIVT01029490001, GSVIVT01021482001, GSVIVT01021486001, GSVIVT01021476001, GSVIVT01029502001, GSVIVT01021477001, GSVIVT01021483001, GSVIVT01021478001, GSVIVT01021484001, GSVIVT01021489001, GSVIVT01029487001, GSVIVT01029470001, GSVIVT01029475001, GSVIVT01035580001, GSVIVT01029485001, GSVIVT01029517001, GSVIVT01032219001
GF00027	GSVIVT01000058001, GSVIVT01000060001, GSVIVT01000062001, GSVIVT01000063001, GSVIVT01000068001, GSVIVT01000067001, GSVIVT01000098001, GSVIVT01000095001, GSVIVT01000101001, GSVIVT01000070001, GSVIVT01000102001, GSVIVT01031080001, GSVIVT01031082001, GSVIVT01000103001, GSVIVT01000097001, GSVIVT01000100001, GSVIVT01031079001, GSVIVT01000066001, GSVIVT01031085001, GSVIVT01000071001, GSVIVT01030965001, GSVIVT01030967001, GSVIVT01030968001, GSVIVT01013822001, GSVIVT01000065001, GSVIVT01021705001, GSVIVT01021699001, GSVIVT01000069001, GSVIVT01008094001, GSVIVT01031351001, GSVIVT01028222001, GSVIVT01028220001, GSVIVT01016761001, GSVIVT01028588001, GSVIVT01028594001, GSVIVT01021700001, GSVIVT01020142001, GSVIVT01038545001, GSVIVT01036097001, GSVIVT01036098001
GF00028	GSVIVT01000144001, GSVIVT01029241001, GSVIVT01033081001, GSVIVT01026134001, GSVIVT01021152001, GSVIVT01008763001, GSVIVT01038659001, GSVIVT01010664001, GSVIVT01028197001, GSVIVT01018436001, GSVIVT01036100001, GSVIVT01005386001, GSVIVT01015537001, GSVIVT01015533001, GSVIVT01036009001, GSVIVT01000248001, GSVIVT01031311001, GSVIVT01030615001, GSVIVT01031312001, GSVIVT01011017001, GSVIVT01004088001, GSVIVT01030616001, GSVIVT01010080001, GSVIVT01004097001, GSVIVT01029748001, GSVIVT01007225001, GSVIVT01017830001, GSVIVT01012624001, GSVIVT01029773001, GSVIVT01029775001, GSVIVT01029776001, GSVIVT01029774001, GSVIVT01029771001, GSVIVT01034984001, GSVIVT01017829001, GSVIVT01025650001, GSVIVT01015536001, GSVIVT01029778001, GSVIVT01029784001, GSVIVT01033080001
GF00029	GSVIVT01034817001, GSVIVT01012343001, GSVIVT01034842001, GSVIVT01001603001, GSVIVT01012332001, GSVIVT01012329001, GSVIVT01012346001, GSVIVT01034783001, GSVIVT01024634001, GSVIVT01012359001, GSVIVT01032744001, GSVIVT01034828001, GSVIVT01013689001, GSVIVT01034040001, GSVIVT01016372001, GSVIVT01013694001, GSVIVT01018939001, GSVIVT01016512001, GSVIVT01001604001, GSVIVT01001614001, GSVIVT01013692001, GSVIVT01013687001, GSVIVT01033501001, GSVIVT01025694001, GSVIVT01034146001, GSVIVT01016513001, GSVIVT01016490001, GSVIVT01008406001, GSVIVT01027179001, GSVIVT01034822001, GSVIVT01034833001, GSVIVT01012337001, GSVIVT01012746001, GSVIVT01012745001, GSVIVT01034820001, GSVIVT01012752001, GSVIVT01034854001, GSVIVT01013693001, GSVIVT01021946001, GSVIVT01033192001
GF00030	GSVIVT01002273001, GSVIVT01018361001, GSVIVT01013222001, GSVIVT01016227001, GSVIVT01017102001, GSVIVT01030140001, GSVIVT01027396001, GSVIVT01035267001, GSVIVT01015398001, GSVIVT01033680001, GSVIVT01008419001, GSVIVT01032366001, GSVIVT01023224001, GSVIVT01023225001, GSVIVT01003415001, GSVIVT01016457001, GSVIVT01004484001, GSVIVT01013868001, GSVIVT01016596001, GSVIVT01018291001, GSVIVT01025028001, GSVIVT01005281001, GSVIVT01032054001, GSVIVT01025619001, GSVIVT01033357001, GSVIVT01002785001, GSVIVT01009987001, GSVIVT01016180001, GSVIVT01033681001, GSVIVT01014250001, GSVIVT01021253001, GSVIVT01014181001, GSVIVT01021143001, GSVIVT01004643001, GSVIVT01006975001, GSVIVT01005029001, GSVIVT01016169001, GSVIVT01020651001, GSVIVT01013213001, GSVIVT01019290001
GF00031	GSVIVT01003998001, GSVIVT01014551001, GSVIVT01012191001, GSVIVT01012192001, GSVIVT01032007001, GSVIVT01032018001, GSVIVT01008398001, GSVIVT01025344001, GSVIVT01032149001, GSVIVT01032023001, GSVIVT01012650001, GSVIVT01028006001, GSVIVT01032142001, GSVIVT01014400001, GSVIVT01028004001, GSVIVT01028001001, GSVIVT01032004001, GSVIVT01014399001, GSVIVT01032005001, GSVIVT01032014001, GSVIVT01032015001, GSVIVT01028002001, GSVIVT01030881001, GSVIVT01032019001, GSVIVT01025343001, GSVIVT01003999001, GSVIVT01032006001, GSVIVT01032017001, GSVIVT01032025001, GSVIVT01032008001, GSVIVT01008501001, GSVIVT01028003001, GSVIVT01032022001, GSVIVT01032009001, GSVIVT01032010001, GSVIVT01032020001, GSVIVT01032012001, GSVIVT01032021001, GSVIVT01032016001, GSVIVT01032024001
GF00032	GSVIVT01025783001, GSVIVT01036484001, GSVIVT01011397001, GSVIVT01031137001, GSVIVT01028703001, GSVIVT01017724001, GSVIVT01021791001, GSVIVT01008686001, GSVIVT01007689001, GSVIVT01025723001, GSVIVT01031517001, GSVIVT01010343001, GSVIVT01034376001, GSVIVT01010963001, GSVIVT01013614001, GSVIVT01028520001, GSVIVT01016655001, GSVIVT01014996001, GSVIVT01024544001, GSVIVT01035767001, GSVIVT01009774001, GSVIVT01023828001, GSVIVT01017222001, GSVIVT01014274001, GSVIVT01019239001, GSVIVT01024927001, GSVIVT01035393001, GSVIVT01024791001, GSVIVT01020760001, GSVIVT01017029001, GSVIVT01026499001, GSVIVT01036763001, GSVIVT01010750001, GSVIVT01011438001, GSVIVT01014341001, GSVIVT01019160001, GSVIVT01026110001, GSVIVT01034150001, GSVIVT01034378001, GSVIVT01036261001
GF00033	GSVIVT01020964001, GSVIVT01020962001, GSVIVT01020980001, GSVIVT01020983001, GSVIVT01036294001, GSVIVT01023025001, GSVIVT01036408001, GSVIVT01022979001, GSVIVT01001491001, GSVIVT01003262001, GSVIVT01023028001, GSVIVT01012762001, GSVIVT01004877001, GSVIVT01038755001, GSVIVT01026003001, GSVIVT01004867001, GSVIVT01036304001, GSVIVT01036405001, GSVIVT01034461001, GSVIVT01023035001, GSVIVT01023047001, GSVIVT01001510001, GSVIVT01001784001, GSVIVT01001790001, GSVIVT01020123001, GSVIVT01036401001, GSVIVT01036409001, GSVIVT01004869001, GSVIVT01036407001, GSVIVT01026001001, GSVIVT01022984001, GSVIVT01023036001, GSVIVT01037180001, GSVIVT01022990001, GSVIVT01026098001, GSVIVT01020977001, GSVIVT01022982001, GSVIVT01023071001, GSVIVT01036412001
GF00034	GSVIVT01000216001, GSVIVT01003150001, GSVIVT01003153001, GSVIVT01006303001, GSVIVT01006462001, GSVIVT01026629001, GSVIVT01006458001, GSVIVT01013448001, GSVIVT01026631001, GSVIVT01006308001, GSVIVT01002106001, GSVIVT01002105001, GSVIVT01004508001, GSVIVT01009972001, GSVIVT01006306001, GSVIVT01006310001, GSVIVT01002109001, GSVIVT01003944001, GSVIVT01021654001, GSVIVT01001913001, GSVIVT01019711001, GSVIVT01006459001, GSVIVT01006460001, GSVIVT01001914001, GSVIVT01006305001, GSVIVT01001908001, GSVIVT01002108001, GSVIVT01001909001, GSVIVT01019712001, GSVIVT01023190001, GSVIVT01008765001, GSVIVT01006457001, GSVIVT01006454001, GSVIVT01022421001, GSVIVT01006304001, GSVIVT01006461001, GSVIVT01006456001, GSVIVT01025151001
GF00035	GSVIVT01013533001, GSVIVT01000639001, GSVIVT01000641001, GSVIVT01036657001, GSVIVT01013507001, GSVIVT01012421001, GSVIVT01004021001, GSVIVT01012407001, GSVIVT01022965001, GSVIVT01032171001, GSVIVT01001382001, GSVIVT01032000001, GSVIVT01031998001, GSVIVT01013508001, GSVIVT01004013001, GSVIVT01031991001, GSVIVT01031992001, GSVIVT01008356001, GSVIVT01022851001, GSVIVT01022835001, GSVIVT01023312001, GSVIVT01001381001, GSVIVT01001399001, GSVIVT01009146001, GSVIVT01011193001, GSVIVT01001389001, GSVIVT01012436001, GSVIVT01012443001, GSVIVT01031993001, GSVIVT01001400001, GSVIVT01001459001, GSVIVT01022828001, GSVIVT01012390001, GSVIVT01017480001, GSVIVT01023304001, GSVIVT01023320001, GSVIVT01023319001, GSVIVT01031819001
GF00036	GSVIVT01000635001, GSVIVT01000646001, GSVIVT01036660001, GSVIVT01032189001, GSVIVT01032180001, GSVIVT01010700001, GSVIVT01003817001, GSVIVT01032169001, GSVIVT01032183001, GSVIVT01001429001, GSVIVT01032210001, GSVIVT01004064001, GSVIVT01027276001, GSVIVT01034675001, GSVIVT01004061001, GSVIVT01013535001, GSVIVT01000653001, GSVIVT01013534001, GSVIVT01000656001, GSVIVT01027243001, GSVIVT01036628001, GSVIVT01026092001, GSVIVT01027229001, GSVIVT01000651001, GSVIVT01004040001, GSVIVT01004038001, GSVIVT01004035001, GSVIVT01029364001, GSVIVT01005320001, GSVIVT01032199001, GSVIVT01036617001, GSVIVT01004031001, GSVIVT01004036001, GSVIVT01005317001, GSVIVT01004033001, GSVIVT01027270001, GSVIVT01032201001, GSVIVT01028665001
GF00037	GSVIVT01007793001, GSVIVT01000222001, GSVIVT01003162001, GSVIVT01011842001, GSVIVT01010376001, GSVIVT01033355001, GSVIVT01024545001, GSVIVT01015460001, GSVIVT01033749001, GSVIVT01011857001, GSVIVT01025870001, GSVIVT01030793001, GSVIVT01016722001, GSVIVT01011677001, GSVIVT01035397001, GSVIVT01021667001, GSVIVT01024236001, GSVIVT01009444001, GSVIVT01035571001, GSVIVT01028727001, GSVIVT01032263001, GSVIVT01019483001, GSVIVT01022212001, GSVIVT01029529001, GSVIVT01008472001, GSVIVT01030275001, GSVIVT01032740001, GSVIVT01028547001, GSVIVT01022070001, GSVIVT01015046001, GSVIVT01010230001, GSVIVT01014024001, GSVIVT01037446001, GSVIVT01019514001, GSVIVT01020210001, GSVIVT01029767001, GSVIVT01030274001
GF00038	GSVIVT01010078001, GSVIVT01028542001, GSVIVT01008070001, GSVIVT01036936001, GSVIVT01001044001, GSVIVT01014037001, GSVIVT01020514001, GSVIVT01013705001, GSVIVT01029038001, GSVIVT01010052001, GSVIVT01006471001, GSVIVT01006472001, GSVIVT01020857001, GSVIVT01014070001, GSVIVT01014750001, GSVIVT01023246001, GSVIVT01035476001, GSVIVT01018490001, GSVIVT01016126001, GSVIVT01033343001, GSVIVT01001078001, GSVIVT01028433001, GSVIVT01029044001, GSVIVT01021118001, GSVIVT01001480001, GSVIVT01004465001, GSVIVT01009941001, GSVIVT01010073001, GSVIVT01026000001, GSVIVT01009256001, GSVIVT01007688001, GSVIVT01020608001, GSVIVT01033288001, GSVIVT01010507001, GSVIVT01034493001, GSVIVT01035611001, GSVIVT01036966001
