Orthogroup	A. trichopoda	V. vinifera
OG0007663	ATR0820G126.1	GSVIVT01033786001
OG0007664	ATR1100G049.1	GSVIVT01019504001
OG0007665	ATR0757G031.1	GSVIVT01004916001
OG0007666	ATR0733G079.1	GSVIVT01010106001
OG0007667	ATR0743G202.1	GSVIVT01019065001
OG0007668	ATR0661G561.1	GSVIVT01022188001
OG0007669	ATR0624G136.1	GSVIVT01007841001
OG0007670	ATR0751G254.1	GSVIVT01014762001
OG0007671	ATR0730G238.1	GSVIVT01007766001
OG0007672	ATR0743G190.1	GSVIVT01038096001
OG0007673	ATR0626G349.1	GSVIVT01032285001
OG0007674	ATR0763G188.1	GSVIVT01012083001
OG0007675	ATR0697G166.1	GSVIVT01037538001
OG0007676	ATR0009G004.1	GSVIVT01022134001
OG0007677	ATR0681G229.1	GSVIVT01007844001
OG0007678	ATR0618G270.1	GSVIVT01027119001
OG0007679	ATR0620G016.1	GSVIVT01027404001
OG0007680	ATR0559G362.1	GSVIVT01034106001
OG0007681	ATR1127G059.1	GSVIVT01027019001
OG0007682	ATR0665G252.1	GSVIVT01013852001
OG0007683	ATR0564G272.1	GSVIVT01020789001
OG0007684	ATR0767G127.1	GSVIVT01009201001
OG0007685	ATR1132G118.1	GSVIVT01014467001
OG0007686	ATR0584G059.1	GSVIVT01008813001
OG0007687	ATR0733G245.1	GSVIVT01038139001
OG0007688	ATR0730G074.1	GSVIVT01036736001
OG0007689	ATR0767G097.1	GSVIVT01005930001
OG0007690	ATR1088G007.1	GSVIVT01014571001
OG0007691	ATR0693G258.1	GSVIVT01006710001
OG0007692	ATR0561G220.1	GSVIVT01001807001
OG0007693	ATR0561G002.1	GSVIVT01006388001
OG0007694	ATR1120G004.1	GSVIVT01022254001
OG0007695	ATR0626G131.1	GSVIVT01017315001
OG0007696	ATR0789G151.1	GSVIVT01015240001
OG0007697	ATR0564G359.1	GSVIVT01014385001
OG0007698	ATR0772G085.1	GSVIVT01033943001
OG0007699	ATR0767G233.1	GSVIVT01035494001
OG0007700	ATR1096G156.1	GSVIVT01025829001
OG0007701	ATR0796G154.1	GSVIVT01028245001
OG0007702	ATR0743G207.1	GSVIVT01038148001
OG0007703	ATR0757G025.1	GSVIVT01027520001
OG0007704	ATR0564G392.1	GSVIVT01029794001
OG0007705	ATR0916G001.1	GSVIVT01035684001
OG0007706	ATR0618G390.1	GSVIVT01033181001
OG0007707	ATR0564G261.1	GSVIVT01011388001
OG0007708	ATR0564G277.1	GSVIVT01033378001
OG0007709	ATR0584G122.1	GSVIVT01022112001
OG0007710	ATR0564G104.1	GSVIVT01022229001
OG0007711	ATR0665G083.1	GSVIVT01022874001
OG0007712	ATR0661G572.1	GSVIVT01013670001
OG0007713	ATR0829G006.1	GSVIVT01013845001
OG0007714	ATR0618G294.1	GSVIVT01034414001
OG0007715	ATR0584G092.1	GSVIVT01034505001
OG0007716	ATR0661G011.1	GSVIVT01031799001
OG0007717	ATR0739G114.1	GSVIVT01034221001
OG0007718	ATR0723G067.1	GSVIVT01001855001
OG0007719	ATR0665G438.1	GSVIVT01013874001
OG0007720	ATR1088G002.1	GSVIVT01014586001
OG0007721	ATR0665G500.1	GSVIVT01013843001
OG0007722	ATR0767G122.1	GSVIVT01016095001
OG0007723	ATR1149G109.1	GSVIVT01026178001
OG0007724	ATR0681G246.1	GSVIVT01015011001
OG0007725	ATR0090G032.1	GSVIVT01014691001
OG0007726	ATR0680G005.1	GSVIVT01026951001
OG0007727	ATR0626G125.1	GSVIVT01011060001
OG0007728	ATR0626G280.1	GSVIVT01017870001
OG0007729	ATR0580G441.1	GSVIVT01033164001
OG0007730	ATR0626G384.1	GSVIVT01035599001
OG0007731	ATR0582G104.1	GSVIVT01001132001
OG0007732	ATR0736G200.1	GSVIVT01028386001
OG0007733	ATR0824G252.1	GSVIVT01010306001
OG0007734	ATR0225G032.1	GSVIVT01030126001
OG0007735	ATR0736G022.1	GSVIVT01027891001
OG0007736	ATR0602G132.1	GSVIVT01038557001
OG0007737	ATR0618G169.1	GSVIVT01010764001
OG0007738	ATR0088G017.1	GSVIVT01031479001
OG0007739	ATR0753G032.1	GSVIVT01022426001
OG0007740	ATR0743G251.1	GSVIVT01006267001
OG0007741	ATR1149G021.1	GSVIVT01007814001
OG0007742	ATR1153G040.1	GSVIVT01021399001
OG0007743	ATR1120G148.1	GSVIVT01019486001
OG0007744	ATR0693G444.1	GSVIVT01036236001
OG0007745	ATR0796G036.1	GSVIVT01035140001
OG0007746	ATR0598G197.1	GSVIVT01035450001
OG0007747	ATR0751G162.1	GSVIVT01020222001
OG0007748	ATR0796G267.1	GSVIVT01028219001
OG0007749	ATR0033G037.1	GSVIVT01025612001
OG0007750	ATR0081G060.1	GSVIVT01036081001
OG0007751	ATR0757G186.1	GSVIVT01018473001
OG0007752	ATR0626G269.1	GSVIVT01012780001
OG0007753	ATR0605G250.1	GSVIVT01026415001
OG0007754	ATR0665G603.1	GSVIVT01000712001
OG0007755	ATR0693G320.1	GSVIVT01014412001
OG0007756	ATR0697G245.1	GSVIVT01033384001
OG0007757	ATR0665G065.1	GSVIVT01015894001
OG0007758	ATR1091G105.1	GSVIVT01013760001
OG0007759	ATR0763G278.1	GSVIVT01021709001
OG0007760	ATR0104G008.1	GSVIVT01008885001
OG0007761	ATR1120G039.1	GSVIVT01022251001
OG0007762	ATR0810G217.1	GSVIVT01009931001
OG0007763	ATR0697G079.1	GSVIVT01025488001
OG0007764	ATR0820G038.1	GSVIVT01017687001
OG0007765	ATR0582G005.1	GSVIVT01009279001
OG0007766	ATR0681G273.1	GSVIVT01016716001
OG0007767	ATR0697G111.1	GSVIVT01024869001
OG0007768	ATR0736G006.1	GSVIVT01028357001
OG0007769	ATR0057G080.1	GSVIVT01005822001
OG0007770	ATR1089G094.1	GSVIVT01023150001
OG0007771	ATR0314G027.1	GSVIVT01016305001
OG0007772	ATR0813G001.1	GSVIVT01010790001
OG0007773	ATR0763G034.1	GSVIVT01020830001
OG0007774	ATR0824G118.1	GSVIVT01007654001
OG0007775	ATR0394G001.1	GSVIVT01021852001
OG0007776	ATR1120G087.1	GSVIVT01020528001
OG0007777	ATR1156G010.1	GSVIVT01035829001
OG0007778	ATR0661G232.1	GSVIVT01012634001
OG0007779	ATR0737G176.1	GSVIVT01001063001
OG0007780	ATR0315G051.1	GSVIVT01015354001
OG0007781	ATR0332G107.1	GSVIVT01025256001
OG0007782	ATR0598G215.1	GSVIVT01026319001
OG0007783	ATR0723G030.1	GSVIVT01016187001
OG0007784	ATR1132G083.1	GSVIVT01003677001
OG0007785	ATR0705G128.1	GSVIVT01035293001
OG0007786	ATR0693G117.1	GSVIVT01034981001
OG0007787	ATR0626G024.1	GSVIVT01029460001
OG0007788	ATR0594G237.1	GSVIVT01032636001
OG0007789	ATR0680G104.1	GSVIVT01019761001
OG0007790	ATR0568G118.1	GSVIVT01023795001
OG0007791	ATR0680G392.1	GSVIVT01016247001
OG0007792	ATR0706G277.1	GSVIVT01031112001
OG0007793	ATR0693G069.1	GSVIVT01034941001
OG0007794	ATR0680G261.1	GSVIVT01016232001
OG0007795	ATR0661G340.1	GSVIVT01023958001
OG0007796	ATR0078G009.1	GSVIVT01027435001
OG0007797	ATR0661G318.1	GSVIVT01023930001
OG0007798	ATR1127G106.1	GSVIVT01022520001
OG0007799	ATR0721G160.1	GSVIVT01031548001
OG0007800	ATR1125G011.1	GSVIVT01031014001
OG0007801	ATR0097G001.1	GSVIVT01006576001
OG0007802	ATR0626G302.1	GSVIVT01011058001
OG0007803	ATR0594G093.1	GSVIVT01030275001
OG0007804	ATR0332G038.1	GSVIVT01032138001
OG0007805	ATR0626G411.1	GSVIVT01011119001
OG0007806	ATR0829G022.1	GSVIVT01004938001
OG0007807	ATR0739G015.1	GSVIVT01036968001
OG0007808	ATR1091G082.1	GSVIVT01007730001
OG0007809	ATR0598G141.1	GSVIVT01010948001
OG0007810	ATR0807G141.1	GSVIVT01022300001
OG0007811	ATR0757G094.1	GSVIVT01020855001
OG0007812	ATR0749G003.1	GSVIVT01016846001
OG0007813	ATR0796G055.1	GSVIVT01017666001
OG0007814	ATR0743G075.1	GSVIVT01010795001
OG0007815	ATR0602G279.1	GSVIVT01038714001
OG0007816	ATR0580G288.1	GSVIVT01017841001
OG0007817	ATR0598G220.1	GSVIVT01025407001
OG0007818	ATR0665G319.1	GSVIVT01011916001
OG0007819	ATR1136G112.1	GSVIVT01023231001
OG0007820	ATR0564G243.1	GSVIVT01035963001
OG0007821	ATR0796G060.1	GSVIVT01007807001
OG0007822	ATR0697G281.1	GSVIVT01022551001
OG0007823	ATR0665G235.1	GSVIVT01018077001
OG0007824	ATR0584G151.1	GSVIVT01008846001
OG0007825	ATR0602G028.1	GSVIVT01021150001
OG0007826	ATR0787G212.1	GSVIVT01029267001
OG0007827	ATR0733G167.1	GSVIVT01009615001
OG0007828	ATR0810G187.1	GSVIVT01001692001
OG0007829	ATR0602G203.1	GSVIVT01027151001
OG0007830	ATR0681G291.1	GSVIVT01015303001
OG0007831	ATR0618G210.1	GSVIVT01026180001
OG0007832	ATR0326G054.1	GSVIVT01008395001
OG0007833	ATR1127G151.1	GSVIVT01036588001
OG0007834	ATR0171G038.1	GSVIVT01011899001
OG0007835	ATR0739G020.1	GSVIVT01023606001
OG0007836	ATR0618G248.1	GSVIVT01034020001
OG0007837	ATR0568G221.1	GSVIVT01007679001
OG0007838	ATR0705G211.1	GSVIVT01015319001
OG0007839	ATR0582G070.1	GSVIVT01001111001
OG0007840	ATR0794G005.1	GSVIVT01037665001
OG0007841	ATR0733G019.1	GSVIVT01021202001
OG0007842	ATR0317G111.1	GSVIVT01027683001
OG0007843	ATR1098G079.1	GSVIVT01021541001
OG0007844	ATR0680G423.1	GSVIVT01014389001
OG0007845	ATR0733G171.1	GSVIVT01018984001
OG0007846	ATR0564G338.1	GSVIVT01011429001
OG0007847	ATR0697G228.1	GSVIVT01033385001
OG0007848	ATR0706G031.1	GSVIVT01010038001
OG0007849	ATR0693G315.1	GSVIVT01025807001
OG0007850	ATR0782G093.1	GSVIVT01003174001
OG0007851	ATR0767G107.1	GSVIVT01009242001
OG0007852	ATR0684G111.1	GSVIVT01015685001
OG0007853	ATR0733G254.1	GSVIVT01031902001
OG0007854	ATR0824G221.1	GSVIVT01007565001
OG0007855	ATR0594G119.1	GSVIVT01027489001
OG0007856	ATR0751G079.1	GSVIVT01015392001
OG0007857	ATR0730G033.1	GSVIVT01007869001
OG0007858	ATR1120G024.1	GSVIVT01015535001
OG0007859	ATR0594G071.1	GSVIVT01032748001
OG0007860	ATR1089G139.1	GSVIVT01023121001
OG0007861	ATR0752G062.1	GSVIVT01004800001
OG0007862	ATR0320G011.1	GSVIVT01028707001
OG0007863	ATR0665G492.1	GSVIVT01016203001
OG0007864	ATR1001G008.1	GSVIVT01008802001
OG0007865	ATR0767G038.1	GSVIVT01012510001
OG0007866	ATR0686G116.1	GSVIVT01008399001
OG0007867	ATR0776G108.1	GSVIVT01036134001
OG0007868	ATR0585G127.1	GSVIVT01009760001
OG0007869	ATR0062G001.1	GSVIVT01023859001
OG0007870	ATR0751G245.1	GSVIVT01030118001
OG0007871	ATR1134G130.1	GSVIVT01033607001
OG0007872	ATR0693G053.1	GSVIVT01034964001
OG0007873	ATR1149G146.1	GSVIVT01020208001
OG0007874	ATR0037G005.1	GSVIVT01035745001
OG0007875	ATR0580G379.1	GSVIVT01029001001
OG0007876	ATR0665G256.1	GSVIVT01013160001
OG0007877	ATR0564G031.1	GSVIVT01011700001
OG0007878	ATR0605G001.1	GSVIVT01020852001
OG0007879	ATR0073G006.1	GSVIVT01014604001
OG0007880	ATR0021G030.1	GSVIVT01009562001
OG0007881	ATR1089G010.1	GSVIVT01023133001
OG0007882	ATR0724G101.1	GSVIVT01022079001
OG0007883	ATR0081G055.1	GSVIVT01033832001
OG0007884	ATR0743G206.1	GSVIVT01038141001
OG0007885	ATR1046G001.1	GSVIVT01013440001
OG0007886	ATR0030G027.1	GSVIVT01000146001
OG0007887	ATR0609G075.1	GSVIVT01010345001
OG0007888	ATR1131G064.1	GSVIVT01027017001
OG0007889	ATR1120G125.1	GSVIVT01008060001
OG0007890	ATR1096G029.1	GSVIVT01025835001
OG0007891	ATR0706G070.1	GSVIVT01011019001
OG0007892	ATR0800G158.1	GSVIVT01017376001
OG0007893	ATR0329G003.1	GSVIVT01031463001
OG0007894	ATR0665G575.1	GSVIVT01034664001
OG0007895	ATR0687G002.1	GSVIVT01034890001
OG0007896	ATR0723G093.1	GSVIVT01008206001
OG0007897	ATR0582G276.1	GSVIVT01001135001
OG0007898	ATR0057G053.1	GSVIVT01002124001
OG0007899	ATR0724G029.1	GSVIVT01031712001
OG0007900	ATR0053G003.1	GSVIVT01035047001
OG0007901	ATR0124G001.1	GSVIVT01034354001
OG0007902	ATR0757G048.1	GSVIVT01027592001
OG0007903	ATR0582G031.1	GSVIVT01017865001
OG0007904	ATR0680G243.1	GSVIVT01026819001
OG0007905	ATR0757G010.1	GSVIVT01019610001
OG0007906	ATR0733G130.1	GSVIVT01025234001
OG0007907	ATR0665G178.1	GSVIVT01038280001
OG0007908	ATR0068G115.1	GSVIVT01021851001
OG0007909	ATR0315G022.1	GSVIVT01017061001
OG0007910	ATR0706G243.1	GSVIVT01031201001
OG0007911	ATR0796G089.1	GSVIVT01028223001
OG0007912	ATR0222G029.1	GSVIVT01000259001
OG0007913	ATR0772G106.1	GSVIVT01034645001
OG0007914	ATR1133G056.1	GSVIVT01002941001
OG0007915	ATR0579G025.1	GSVIVT01019720001
OG0007916	ATR0745G086.1	GSVIVT01014038001
OG0007917	ATR0605G129.1	GSVIVT01018856001
OG0007918	ATR0064G008.1	GSVIVT01011500001
OG0007919	ATR0807G196.1	GSVIVT01011763001
OG0007920	ATR0022G023.1	GSVIVT01009119001
OG0007921	ATR0736G049.1	GSVIVT01023441001
OG0007922	ATR0564G423.1	GSVIVT01003214001
OG0007923	ATR0033G036.1	GSVIVT01025191001
OG0007924	ATR0057G116.1	GSVIVT01013136001
OG0007925	ATR0829G051.1	GSVIVT01022645001
OG0007926	ATR0605G057.1	GSVIVT01033345001
OG0007927	ATR0820G092.1	GSVIVT01031365001
OG0007928	ATR0661G439.1	GSVIVT01018447001
OG0007929	ATR0810G048.1	GSVIVT01027631001
OG0007930	ATR0709G017.1	GSVIVT01023281001
OG0007931	ATR0680G212.1	GSVIVT01019768001
OG0007932	ATR0693G172.1	GSVIVT01034993001
OG0007933	ATR0626G110.1	GSVIVT01010867001
OG0007934	ATR1120G165.1	GSVIVT01033400001
OG0007935	ATR0743G098.1	GSVIVT01038249001
OG0007936	ATR0012G031.1	GSVIVT01020766001
OG0007937	ATR1128G119.1	GSVIVT01020132001
OG0007938	ATR0665G139.1	GSVIVT01017760001
OG0007939	ATR0743G128.1	GSVIVT01028374001
OG0007940	ATR1096G117.1	GSVIVT01011387001
OG0007941	ATR0723G026.1	GSVIVT01028463001
OG0007942	ATR0782G002.1	GSVIVT01015759001
OG0007943	ATR0256G001.1	GSVIVT01014076001
OG0007944	ATR1128G067.1	GSVIVT01002937001
OG0007945	ATR0782G220.1	GSVIVT01033252001
OG0007946	ATR1136G073.1	GSVIVT01028464001
OG0007947	ATR0115G033.1	GSVIVT01025172001
OG0007948	ATR0124G017.1	GSVIVT01024247001
OG0007949	ATR0697G092.1	GSVIVT01035674001
OG0007950	ATR0559G326.1	GSVIVT01016505001
OG0007951	ATR0564G515.1	GSVIVT01011395001
OG0007952	ATR0661G478.1	GSVIVT01027575001
OG0007953	ATR1091G018.1	GSVIVT01007718001
OG0007954	ATR0618G134.1	GSVIVT01034012001
OG0007955	ATR0605G294.1	GSVIVT01025335001
OG0007956	ATR0060G001.1	GSVIVT01008490001
OG0007957	ATR0800G118.1	GSVIVT01006770001
OG0007958	ATR0665G403.1	GSVIVT01018352001
OG0007959	ATR0559G280.1	GSVIVT01016511001
OG0007960	ATR0580G338.1	GSVIVT01007587001
OG0007961	ATR0807G066.1	GSVIVT01023865001
OG0007962	ATR0757G050.1	GSVIVT01019818001
OG0007963	ATR0307G059.1	GSVIVT01037451001
OG0007964	ATR0739G089.1	GSVIVT01009296001
OG0007965	ATR0022G063.1	GSVIVT01009149001
OG0007966	ATR0618G142.1	GSVIVT01029370001
OG0007967	ATR0796G226.1	GSVIVT01028122001
OG0007968	ATR0712G143.1	GSVIVT01027613001
OG0007969	ATR0564G463.1	GSVIVT01008001001
OG0007970	ATR0807G093.1	GSVIVT01029388001
OG0007971	ATR0598G093.1	GSVIVT01023973001
OG0007972	ATR0180G023.1	GSVIVT01008442001
OG0007973	ATR1125G022.1	GSVIVT01031006001
OG0007974	ATR0693G336.1	GSVIVT01037252001
OG0007975	ATR0681G105.1	GSVIVT01024730001
OG0007976	ATR0730G155.1	GSVIVT01016347001
OG0007977	ATR0829G179.1	GSVIVT01024328001
OG0007978	ATR0737G047.1	GSVIVT01015349001
OG0007979	ATR0580G070.1	GSVIVT01029255001
OG0007980	ATR0787G140.1	GSVIVT01029101001
OG0007981	ATR1145G060.1	GSVIVT01028662001
OG0007982	ATR0684G149.1	GSVIVT01023009001
OG0007983	ATR0177G048.1	GSVIVT01012225001
OG0007984	ATR0810G050.1	GSVIVT01024073001
OG0007985	ATR0177G010.1	GSVIVT01003100001
OG0007986	ATR0712G112.1	GSVIVT01030055001
OG0007987	ATR0602G100.1	GSVIVT01038710001
OG0007988	ATR0787G118.1	GSVIVT01028556001
OG0007989	ATR0820G228.1	GSVIVT01033808001
OG0007990	ATR0706G118.1	GSVIVT01028029001
OG0007991	ATR0772G162.1	GSVIVT01027043001
OG0007992	ATR0564G379.1	GSVIVT01009009001
OG0007993	ATR0580G276.1	GSVIVT01037261001
OG0007994	ATR0064G120.1	GSVIVT01012196001
OG0007995	ATR0753G168.1	GSVIVT01014028001
OG0007996	ATR0733G127.1	GSVIVT01019037001
OG0007997	ATR1136G046.1	GSVIVT01001786001
OG0007998	ATR0661G304.1	GSVIVT01002278001
OG0007999	ATR0706G140.1	GSVIVT01017784001
OG0008000	ATR0626G242.1	GSVIVT01000024001
OG0008001	ATR0665G638.1	GSVIVT01013272001
OG0008002	ATR1136G152.1	GSVIVT01026715001
OG0008003	ATR1147G014.1	GSVIVT01020300001
OG0008004	ATR0730G054.1	GSVIVT01032488001
OG0008005	ATR0487G005.1	GSVIVT01011042001
OG0008006	ATR0208G029.1	GSVIVT01013742001
OG0008007	ATR0626G213.1	GSVIVT01011084001
OG0008008	ATR0767G111.1	GSVIVT01009253001
OG0008009	ATR0665G272.1	GSVIVT01018011001
OG0008010	ATR1127G079.1	GSVIVT01032718001
OG0008011	ATR1127G111.1	GSVIVT01024526001
OG0008012	ATR0691G164.1	GSVIVT01014683001
OG0008013	ATR0100G056.1	GSVIVT01009523001
OG0008014	ATR1098G151.1	GSVIVT01020809001
OG0008015	ATR0733G059.1	GSVIVT01031913001
OG0008016	ATR0068G054.1	GSVIVT01025512001
OG0008017	ATR0602G068.1	GSVIVT01020688001
OG0008018	ATR1145G089.1	GSVIVT01028673001
OG0008019	ATR0796G190.1	GSVIVT01035008001
OG0008020	ATR0796G020.1	GSVIVT01017670001
OG0008021	ATR0752G192.1	GSVIVT01037655001
OG0008022	ATR0585G019.1	GSVIVT01037687001
OG0008023	ATR0048G012.1	GSVIVT01034674001
OG0008024	ATR0743G262.1	GSVIVT01004102001
OG0008025	ATR0618G035.1	GSVIVT01033964001
OG0008026	ATR0693G042.1	GSVIVT01030570001
OG0008027	ATR0044G021.1	GSVIVT01021425001
OG0008028	ATR0580G158.1	GSVIVT01033204001
OG0008029	ATR0626G078.1	GSVIVT01011126001
OG0008030	ATR0705G174.1	GSVIVT01017006001
OG0008031	ATR0605G225.1	GSVIVT01001595001
OG0008032	ATR0021G027.1	GSVIVT01027036001
OG0008033	ATR0693G156.1	GSVIVT01005282001
OG0008034	ATR0697G106.1	GSVIVT01025500001
OG0008035	ATR0197G010.1	GSVIVT01027904001
OG0008036	ATR0751G151.1	GSVIVT01030112001
OG0008037	ATR0820G281.1	GSVIVT01031396001
OG0008038	ATR0733G214.1	GSVIVT01019034001
OG0008039	ATR0559G302.1	GSVIVT01008542001
OG0008040	ATR0317G107.1	GSVIVT01018208001
OG0008041	ATR0088G035.1	GSVIVT01029046001
OG0008042	ATR1149G012.1	GSVIVT01007800001
OG0008043	ATR0824G104.1	GSVIVT01007540001
OG0008044	ATR0580G423.1	GSVIVT01036028001
OG0008045	ATR0582G252.1	GSVIVT01033005001
OG0008046	ATR0691G299.1	GSVIVT01015524001
OG0008047	ATR0697G268.1	GSVIVT01003916001
OG0008048	ATR0686G156.1	GSVIVT01016876001
OG0008049	ATR1098G038.1	GSVIVT01020482001
OG0008050	ATR0824G261.1	GSVIVT01000555001
OG0008051	ATR0605G248.1	GSVIVT01025275001
OG0008052	ATR0691G178.1	GSVIVT01035576001
OG0008053	ATR0122G014.1	GSVIVT01007619001
OG0008054	ATR0736G103.1	GSVIVT01027871001
OG0008055	ATR0580G392.1	GSVIVT01016103001
OG0008056	ATR0789G023.1	GSVIVT01033834001
OG0008057	ATR0568G031.1	GSVIVT01009748001
OG0008058	ATR0149G006.1	GSVIVT01018782001
OG0008059	ATR0580G261.1	GSVIVT01029114001
OG0008060	ATR1089G164.1	GSVIVT01037210001
OG0008061	ATR0208G013.1	GSVIVT01037845001
OG0008062	ATR1159G088.1	GSVIVT01034023001
OG0008063	ATR0733G126.1	GSVIVT01018955001
OG0008064	ATR0561G244.1	GSVIVT01010479001
OG0008065	ATR0582G303.1	GSVIVT01008591001
OG0008066	ATR1136G047.1	GSVIVT01031627001
OG0008067	ATR0733G063.1	GSVIVT01031935001
OG0008068	ATR0559G087.1	GSVIVT01034134001
OG0008069	ATR0665G396.1	GSVIVT01036279001
OG0008070	ATR0332G079.1	GSVIVT01017960001
OG0008071	ATR0598G030.1	GSVIVT01025599001
OG0008072	ATR0661G049.1	GSVIVT01027579001
OG0008073	ATR0559G253.1	GSVIVT01024912001
OG0008074	ATR0697G151.1	GSVIVT01022605001
OG0008075	ATR0626G229.1	GSVIVT01032195001
OG0008076	ATR0006G047.1	GSVIVT01016655001
OG0008077	ATR0661G556.1	GSVIVT01016848001
OG0008078	ATR0743G044.1	GSVIVT01038264001
OG0008079	ATR0602G238.1	GSVIVT01014208001
OG0008080	ATR0827G064.1	GSVIVT01036566001
OG0008081	ATR0829G062.1	GSVIVT01000380001
OG0008082	ATR0697G107.1	GSVIVT01017995001
OG0008083	ATR0697G274.1	GSVIVT01025496001
OG0008084	ATR0691G256.1	GSVIVT01029544001
OG0008085	ATR0315G011.1	GSVIVT01024676001
OG0008086	ATR0757G201.1	GSVIVT01010615001
OG0008087	ATR0317G106.1	GSVIVT01015009001
OG0008088	ATR0618G265.1	GSVIVT01034038001
OG0008089	ATR0100G001.1	GSVIVT01022148001
OG0008090	ATR0598G255.1	GSVIVT01011567001
OG0008091	ATR0767G228.1	GSVIVT01019029001
OG0008092	ATR0820G245.1	GSVIVT01021272001
OG0008093	ATR0712G161.1	GSVIVT01037695001
OG0008094	ATR0564G441.1	GSVIVT01007996001
OG0008095	ATR0763G116.1	GSVIVT01000791001
OG0008096	ATR0757G164.1	GSVIVT01027630001
OG0008097	ATR0620G109.1	GSVIVT01019642001
OG0008098	ATR0609G128.1	GSVIVT01020909001
OG0008099	ATR0208G034.1	GSVIVT01017834001
OG0008100	ATR0605G072.1	GSVIVT01015435001
OG0008101	ATR0739G055.1	GSVIVT01037810001
OG0008102	ATR0730G137.1	GSVIVT01032478001
OG0008103	ATR1102G026.1	GSVIVT01022130001
OG0008104	ATR0697G038.1	GSVIVT01033398001
OG0008105	ATR0706G221.1	GSVIVT01008372001
OG0008106	ATR0618G308.1	GSVIVT01012912001
OG0008107	ATR0113G005.1	GSVIVT01025032001
OG0008108	ATR0174G040.1	GSVIVT01010733001
OG0008109	ATR0645G003.1	GSVIVT01004967001
OG0008110	ATR0174G018.1	GSVIVT01024640001
OG0008111	ATR0068G008.1	GSVIVT01037436001
OG0008112	ATR0213G006.1	GSVIVT01024423001
OG0008113	ATR0737G073.1	GSVIVT01025450001
OG0008114	ATR0594G196.1	GSVIVT01025541001
OG0008115	ATR0824G276.1	GSVIVT01003979001
OG0008116	ATR0693G199.1	GSVIVT01009866001
OG0008117	ATR0721G120.1	GSVIVT01019421001
OG0008118	ATR1127G003.1	GSVIVT01032669001
OG0008119	ATR0782G197.1	GSVIVT01037361001
OG0008120	ATR0594G026.1	GSVIVT01016348001
OG0008121	ATR0810G201.1	GSVIVT01019941001
OG0008122	ATR0721G090.1	GSVIVT01000858001
OG0008123	ATR0193G032.1	GSVIVT01022970001
OG0008124	ATR0680G221.1	GSVIVT01026889001
OG0008125	ATR0594G163.1	GSVIVT01025079001
OG0008126	ATR1127G162.1	GSVIVT01030166001
OG0008127	ATR0680G303.1	GSVIVT01010540001
OG0008128	ATR0681G351.1	GSVIVT01030204001
OG0008129	ATR0019G040.1	GSVIVT01028268001
OG0008130	ATR0767G162.1	GSVIVT01015663001
OG0008131	ATR0626G366.1	GSVIVT01032255001
OG0008132	ATR0626G393.1	GSVIVT01033277001
OG0008133	ATR0796G114.1	GSVIVT01028135001
OG0008134	ATR0620G147.1	GSVIVT01038614001
OG0008135	ATR1096G116.1	GSVIVT01037418001
OG0008136	ATR0019G018.1	GSVIVT01036692001
OG0008137	ATR1145G055.1	GSVIVT01008806001
OG0008138	ATR0057G101.1	GSVIVT01013976001
OG0008139	ATR0794G118.1	GSVIVT01030622001
OG0008140	ATR0626G165.1	GSVIVT01035566001
OG0008141	ATR0733G085.1	GSVIVT01018962001
OG0008142	ATR0794G140.1	GSVIVT01030621001
OG0008143	ATR1126G052.1	GSVIVT01032876001
OG0008144	ATR0109G013.1	GSVIVT01012629001
OG0008145	ATR1136G091.1	GSVIVT01026516001
OG0008146	ATR1134G096.1	GSVIVT01009969001
OG0008147	ATR0745G078.1	GSVIVT01033609001
OG0008148	ATR0618G001.1	GSVIVT01025628001
OG0008149	ATR0661G535.1	GSVIVT01028856001
OG0008150	ATR1096G053.1	GSVIVT01029836001
OG0008151	ATR0006G091.1	GSVIVT01000228001
OG0008152	ATR1098G092.1	GSVIVT01029286001
OG0008153	ATR0829G103.1	GSVIVT01009686001
OG0008154	ATR0582G288.1	GSVIVT01032965001
OG0008155	ATR0317G122.1	GSVIVT01014046001
OG0008156	ATR0796G133.1	GSVIVT01000584001
OG0008157	ATR0684G092.1	GSVIVT01023017001
OG0008158	ATR0561G179.1	GSVIVT01012220001
OG0008159	ATR1133G017.1	GSVIVT01006633001
OG0008160	ATR0910G004.1	GSVIVT01033653001
OG0008161	ATR0561G011.1	GSVIVT01004448001
OG0008162	ATR1131G039.1	GSVIVT01027032001
OG0008163	ATR1136G188.1	GSVIVT01010050001
OG0008164	ATR0598G067.1	GSVIVT01011977001
OG0008165	ATR0598G236.1	GSVIVT01035481001
OG0008166	ATR0490G003.1	GSVIVT01025465001
OG0008167	ATR0751G122.1	GSVIVT01014693001
OG0008168	ATR0026G044.1	GSVIVT01016871001
OG0008169	ATR0580G005.1	GSVIVT01035514001
OG0008170	ATR1120G150.1	GSVIVT01032604001
OG0008171	ATR0307G126.1	GSVIVT01025351001
OG0008172	ATR1101G097.1	GSVIVT01030539001
OG0008173	ATR0307G063.1	GSVIVT01035394001
OG0008174	ATR0602G175.1	GSVIVT01030327001
OG0008175	ATR0743G211.1	GSVIVT01038253001
OG0008176	ATR0314G030.1	GSVIVT01007824001
OG0008177	ATR0618G129.1	GSVIVT01034026001
OG0008178	ATR1089G065.1	GSVIVT01037186001
OG0008179	ATR0064G033.1	GSVIVT01007923001
