	Atr.cds
GF00011	ATR0049G004.1, ATR0789G180.1, ATR0605G186.1, ATR0598G214.1, ATR0598G259.1, ATR0618G163.1, ATR0618G223.1, ATR0598G302.1, ATR0088G008.1, ATR0322G016.1, ATR0789G089.1, ATR0210G032.1, ATR0586G002.1, ATR0709G041.1, ATR1153G106.1, ATR0582G310.1, ATR0138G011.1, ATR1120G120.1, ATR0225G020.1, ATR1089G076.1, ATR0665G309.1, ATR0580G004.1, ATR0796G097.1, ATR0315G148.1, ATR0071G023.1, ATR0059G036.1, ATR0665G639.1, ATR0071G031.1, ATR1149G115.1, ATR0071G009.1, ATR0736G078.1, ATR0736G180.1, ATR1134G123.1, ATR0071G026.1, ATR0709G030.1, ATR0171G016.1, ATR1134G011.1, ATR0712G094.1, ATR0736G047.1, ATR0213G005.1, ATR0594G230.1, ATR1145G047.1, ATR0609G123.1, ATR0213G011.1, ATR0609G045.1, ATR0213G030.1, ATR0315G135.1, ATR0594G042.1, ATR0594G135.1, ATR0665G069.1, ATR0598G007.1, ATR0598G046.1, ATR0736G202.1, ATR1091G062.1, ATR1145G001.1, ATR1149G069.1
GF00012	ATR0003G002.1, ATR0003G037.1, ATR0003G019.1, ATR0081G021.1, ATR0750G001.1, ATR0243G001.1, ATR0081G048.1, ATR0003G033.1, ATR0563G001.1, ATR0937G001.1, ATR0003G029.1, ATR0302G001.1, ATR0810G039.1, ATR0003G035.1, ATR0810G065.1, ATR0810G002.1, ATR1026G001.1, ATR0810G290.1, ATR0810G295.1, ATR0810G184.1, ATR0734G001.1, ATR0810G154.1, ATR0810G273.1, ATR0272G001.1, ATR0810G169.1, ATR0738G001.1, ATR0810G270.1, ATR1186G001.1, ATR0252G001.1, ATR0810G236.1, ATR0810G296.1, ATR0164G001.1, ATR0664G001.1, ATR0810G125.1, ATR0496G001.1, ATR0810G055.1, ATR0810G053.1, ATR0897G001.1, ATR0810G234.1, ATR0810G107.1, ATR0238G001.1, ATR1108G001.1, ATR0601G001.1, ATR0810G010.1, ATR0238G002.1, ATR1108G002.1, ATR0810G285.1, ATR0810G102.1, ATR0810G193.1, ATR0896G001.1, ATR1026G002.1, ATR0810G108.1, ATR0810G212.1, ATR0810G245.1, ATR0810G279.1
GF00013	ATR0001G013.1, ATR0001G044.1, ATR1102G041.1, ATR0564G482.1, ATR0693G445.1, ATR0712G156.1, ATR0782G218.1, ATR0598G111.1, ATR0796G091.1, ATR0016G017.1, ATR0807G233.1, ATR0705G026.1, ATR0580G069.1, ATR1126G004.1, ATR0772G076.1, ATR0686G222.1, ATR0737G118.1, ATR0564G001.1, ATR0737G158.1, ATR0737G145.1, ATR0824G059.1, ATR1154G003.1, ATR0763G288.1, ATR0763G234.1, ATR0737G109.1, ATR0661G413.1, ATR0598G349.1, ATR0598G001.1, ATR0691G063.1, ATR0598G130.1, ATR0033G001.1, ATR0112G001.1, ATR1125G019.1, ATR0693G100.1, ATR0787G088.1, ATR0794G027.1, ATR0782G224.1, ATR0053G044.1, ATR0706G282.1, ATR0057G084.1, ATR0767G053.1, ATR0605G165.1, ATR0789G101.1, ATR0068G022.1, ATR0598G062.1, ATR0320G010.1, ATR0598G115.1, ATR0618G143.1, ATR0680G318.1, ATR0680G325.1, ATR0706G142.1, ATR0829G138.1, ATR0807G158.1
GF00014	ATR0006G020.1, ATR0006G084.1, ATR0006G081.1, ATR0006G023.1, ATR0712G046.1, ATR0712G154.1, ATR0712G137.1, ATR0006G061.1, ATR0712G024.1, ATR0712G166.1, ATR1149G056.1, ATR0712G095.1, ATR0584G101.1, ATR0712G017.1, ATR0712G140.1, ATR1149G110.1, ATR1128G084.1, ATR0579G148.1, ATR0820G220.1, ATR0691G136.1, ATR0712G081.1, ATR0579G002.1, ATR0820G056.1, ATR0579G021.1, ATR0580G341.1, ATR0332G074.1, ATR0820G186.1, ATR0088G020.1, ATR0006G042.1, ATR0006G048.1, ATR0006G065.1, ATR0712G077.1, ATR1128G024.1, ATR0579G127.1, ATR0680G027.1, ATR0712G131.1, ATR0580G286.1, ATR0332G086.1, ATR0691G185.1, ATR0820G176.1, ATR0568G142.1, ATR0579G125.1, ATR0579G099.1, ATR0307G107.1, ATR0307G130.1, ATR0681G075.1, ATR0317G047.1, ATR0580G400.1, ATR0579G043.1, ATR0820G236.1, ATR0743G066.1, ATR0712G157.1, ATR1128G019.1
GF00015	ATR0559G341.1, ATR0800G057.1, ATR0800G143.1, ATR0800G025.1, ATR0030G020.1, ATR0314G040.1, ATR0605G290.1, ATR0559G296.1, ATR0751G122.1, ATR0559G235.1, ATR0559G243.1, ATR0800G135.1, ATR1120G140.1, ATR0559G180.1, ATR0665G501.1, ATR0618G203.1, ATR0559G325.1, ATR0559G154.1, ATR0559G257.1, ATR0559G334.1, ATR0559G291.1, ATR0824G231.1, ATR0559G262.1, ATR0322G037.1, ATR0057G128.1, ATR0559G272.1, ATR0069G036.1, ATR0122G022.1, ATR0767G093.1, ATR0824G052.1, ATR0824G088.1, ATR0559G065.1, ATR0122G032.1, ATR0824G195.1, ATR0665G325.1, ATR0767G036.1, ATR0824G196.1, ATR0559G119.1, ATR0824G084.1, ATR0824G284.1, ATR0559G027.1, ATR0559G095.1, ATR0559G029.1, ATR0559G306.1, ATR0665G510.1, ATR0559G224.1, ATR0559G237.1, ATR0559G327.1, ATR0582G109.1, ATR0579G098.1, ATR0584G019.1, ATR0824G120.1, ATR1145G074.1
GF00016	ATR0048G022.1, ATR0680G352.1, ATR0602G225.1, ATR0602G210.1, ATR0057G073.1, ATR0680G010.1, ATR0584G261.1, ATR0680G047.1, ATR0693G281.1, ATR0582G191.1, ATR0099G007.1, ATR0564G252.1, ATR0099G024.1, ATR0564G052.1, ATR0073G008.1, ATR0564G067.1, ATR0680G009.1, ATR1145G043.1, ATR0564G150.1, ATR0629G122.1, ATR1093G005.1, ATR0665G615.1, ATR0820G194.1, ATR0320G012.1, ATR0824G051.1, ATR0693G269.1, ATR1127G189.1, ATR0681G136.1, ATR0626G131.1, ATR0605G075.1, ATR0580G145.1, ATR0706G088.1, ATR0582G089.1, ATR1127G126.1, ATR0691G176.1, ATR0787G010.1, ATR0184G015.1, ATR0757G077.1, ATR0594G133.1, ATR0564G113.1, ATR0737G054.1, ATR0730G089.1, ATR1089G016.1, ATR0693G054.1, ATR1125G061.1
GF00017	ATR0693G252.1, ATR0051G001.1, ATR0322G039.1, ATR0322G003.1, ATR0580G051.1, ATR0743G238.1, ATR0580G017.1, ATR0580G087.1, ATR0665G121.1, ATR0580G031.1, ATR0680G052.1, ATR1091G098.1, ATR0580G058.1, ATR0332G106.1, ATR0693G423.1, ATR1156G068.1, ATR1101G046.1, ATR0733G250.1, ATR0733G020.1, ATR1091G067.1, ATR0580G099.1, ATR1152G033.1, ATR0796G041.1, ATR0130G003.1, ATR0580G438.1, ATR0629G001.1, ATR0177G009.1, ATR0580G264.1, ATR0724G063.1, ATR0724G033.1, ATR0580G374.1, ATR0322G024.1, ATR0580G095.1, ATR0842G001.1, ATR0693G120.1, ATR0716G025.1, ATR0580G142.1, ATR0724G062.1, ATR0724G072.1, ATR0629G130.1, ATR0679G001.1, ATR1101G044.1, ATR0752G093.1, ATR1128G030.1
GF00018	ATR0003G003.1, ATR0644G001.1, ATR1132G002.1, ATR0585G126.1, ATR0071G027.1, ATR0776G013.1, ATR0724G068.1, ATR0090G045.1, ATR0684G106.1, ATR0723G024.1, ATR0078G032.1, ATR0759G054.1, ATR0620G023.1, ATR0686G039.1, ATR0815G008.1, ATR0782G010.1, ATR0697G211.1, ATR0782G083.1, ATR0030G047.1, ATR0609G117.1, ATR1126G040.1, ATR0078G001.1, ATR1126G074.1, ATR0090G015.1, ATR0624G107.1, ATR0071G036.1, ATR0724G035.1, ATR0759G104.1, ATR1158G011.1, ATR1133G051.1, ATR0135G004.1, ATR0697G217.1, ATR0609G027.1, ATR0724G023.1, ATR0104G022.1, ATR0629G061.1, ATR0759G077.1, ATR0135G006.1, ATR0210G046.1, ATR0585G079.1, ATR0712G006.1, ATR1133G061.1, ATR0629G046.1
GF00019	ATR0709G037.1, ATR0071G011.1, ATR0016G019.1, ATR1155G025.1, ATR0104G027.1, ATR1154G036.1, ATR0776G043.1, ATR0589G127.1, ATR0724G006.1, ATR0629G108.1, ATR1133G043.1, ATR0684G192.1, ATR0629G071.1, ATR0498G006.1, ATR0097G040.1, ATR1158G022.1, ATR0759G067.1, ATR0724G082.1, ATR1100G052.1, ATR1131G015.1, ATR0724G043.1, ATR1126G001.1, ATR0762G031.1, ATR1126G013.1, ATR0624G043.1, ATR0030G053.1, ATR0609G081.1, ATR0759G097.1, ATR0078G024.1, ATR0759G078.1, ATR0762G036.1, ATR0684G164.1, ATR0629G024.1, ATR0724G070.1, ATR0629G073.1, ATR0499G002.1, ATR1126G030.1, ATR0135G005.1, ATR0598G086.1, ATR0684G125.1, ATR0759G064.1, ATR0686G078.1, ATR0772G094.1
GF00020	ATR0012G007.1, ATR0661G247.1, ATR0620G078.1, ATR0620G102.1, ATR0661G404.1, ATR0661G115.1, ATR0012G025.1, ATR0620G148.1, ATR0620G087.1, ATR0620G141.1, ATR0620G145.1, ATR0620G122.1, ATR0620G012.1, ATR0620G060.1, ATR0564G210.1, ATR0012G068.1, ATR0620G120.1, ATR0620G084.1, ATR0620G011.1, ATR0038G002.1, ATR0068G018.1, ATR0038G001.1, ATR0564G209.1, ATR0767G094.1, ATR0307G038.1, ATR0767G144.1, ATR1098G048.1, ATR0605G128.1, ATR0564G353.1, ATR0564G412.1, ATR0012G071.1, ATR0807G245.1, ATR0620G100.1, ATR0767G057.1, ATR0564G358.1, ATR0564G042.1, ATR0564G444.1, ATR0796G087.1, ATR0564G163.1, ATR0796G065.1, ATR0620G005.1, ATR0620G040.1
GF00021	ATR0068G054.1, ATR0706G166.1, ATR0626G064.1, ATR0767G147.1, ATR1098G139.1, ATR1088G030.1, ATR0706G199.1, ATR0751G101.1, ATR0782G220.1, ATR0620G152.1, ATR1152G079.1, ATR0594G216.1, ATR0665G420.1, ATR1155G012.1, ATR0598G301.1, ATR0225G014.1, ATR0767G184.1, ATR0796G054.1, ATR0559G004.1, ATR0697G287.1, ATR0580G186.1, ATR0762G048.1, ATR0767G158.1, ATR0739G054.1, ATR0661G585.1, ATR0090G024.1, ATR0712G171.1, ATR0149G021.1, ATR1125G117.1, ATR0709G085.1, ATR0598G334.1, ATR1126G033.1, ATR0810G119.1, ATR0561G153.1, ATR0916G005.1, ATR0680G037.1, ATR0796G106.1, ATR0705G028.1, ATR0736G052.1, ATR0705G190.1, ATR0705G195.1, ATR1134G121.1
GF00022	ATR0001G009.1, ATR0322G038.1, ATR0686G136.1, ATR1091G102.1, ATR1127G115.1, ATR0749G071.1, ATR0598G163.1, ATR0796G071.1, ATR0752G032.1, ATR0829G024.1, ATR0026G005.1, ATR0824G065.1, ATR1098G047.1, ATR0090G023.1, ATR0100G037.1, ATR0757G026.1, ATR0681G190.1, ATR0561G064.1, ATR0584G125.1, ATR0789G034.1, ATR0665G523.1, ATR0006G025.1, ATR0618G405.1, ATR0739G078.1, ATR0680G397.1, ATR0626G018.1, ATR0665G003.1, ATR1096G059.1, ATR0752G230.1, ATR0320G043.1, ATR0174G044.1, ATR0681G191.1, ATR0796G242.1, ATR0737G091.1, ATR1120G079.1, ATR0661G527.1, ATR0751G143.1, ATR0810G263.1, ATR1149G044.1, ATR1089G112.1, ATR1153G083.1
GF00023	ATR0594G091.1, ATR0829G076.1, ATR0626G231.1, ATR0012G062.1, ATR0796G114.1, ATR0582G209.1, ATR0807G225.1, ATR0752G150.1, ATR0723G026.1, ATR0736G108.1, ATR0629G043.1, ATR0789G161.1, ATR1127G156.1, ATR0598G248.1, ATR1120G206.1, ATR0582G293.1, ATR0559G090.1, ATR0626G218.1, ATR0564G519.1, ATR0697G080.1, ATR0680G040.1, ATR0048G033.1, ATR0796G222.1, ATR0598G221.1, ATR0686G163.1, ATR0559G189.1, ATR0807G029.1, ATR0307G089.1, ATR0097G028.1, ATR0800G160.1, ATR0716G095.1, ATR1096G101.1, ATR0564G032.1, ATR0693G317.1, ATR0568G164.1, ATR0716G120.1, ATR0723G031.1, ATR0626G114.1, ATR0723G036.1, ATR1127G065.1, ATR1149G094.1
GF00024	ATR0103G001.1, ATR0285G001.1, ATR1010G001.1, ATR0805G001.1, ATR0495G012.1, ATR1127G114.1, ATR0684G153.1, ATR0893G001.1, ATR0193G045.1, ATR0856G001.1, ATR0713G001.1, ATR0495G005.1, ATR0495G011.1, ATR0620G054.1, ATR0620G051.1, ATR0495G022.1, ATR0103G002.1, ATR1170G001.1, ATR0805G002.1, ATR0433G001.1, ATR0495G009.1, ATR0495G018.1, ATR0495G024.1, ATR0495G007.1, ATR0620G162.1, ATR0477G001.1, ATR0712G065.1, ATR0495G015.1, ATR0721G067.1, ATR0495G013.1, ATR0423G001.1, ATR0271G002.1, ATR0495G017.1, ATR1038G001.1, ATR0723G001.1, ATR0762G007.1, ATR0495G002.1, ATR0684G090.1, ATR1127G120.1, ATR0326G027.1, ATR0620G151.1
GF00025	ATR0012G047.1, ATR0620G119.1, ATR0605G002.1, ATR1133G058.1, ATR0706G186.1, ATR0096G001.1, ATR0332G037.1, ATR0776G005.1, ATR0602G081.1, ATR1102G046.1, ATR1100G019.1, ATR0751G178.1, ATR0030G016.1, ATR0745G057.1, ATR0177G019.1, ATR0686G053.1, ATR0620G144.1, ATR0787G001.1, ATR0716G068.1, ATR0322G026.1, ATR0767G195.1, ATR0824G005.1, ATR0598G098.1, ATR0213G002.1, ATR0624G012.1, ATR0322G025.1, ATR0800G048.1, ATR0782G155.1, ATR0661G526.1, ATR0745G051.1, ATR0807G189.1, ATR0594G036.1, ATR0594G058.1, ATR0824G066.1, ATR0594G092.1, ATR0745G043.1, ATR0743G271.1, ATR0752G076.1, ATR0721G020.1, ATR0787G143.1
GF00026	ATR0043G032.1, ATR0605G262.1, ATR1136G156.1, ATR0807G009.1, ATR0794G103.1, ATR0579G041.1, ATR0049G038.1, ATR1125G010.1, ATR1158G026.1, ATR0564G508.1, ATR0568G053.1, ATR0626G215.1, ATR0068G014.1, ATR0730G026.1, ATR0737G021.1, ATR0579G001.1, ATR1089G150.1, ATR0680G207.1, ATR0579G016.1, ATR0584G012.1, ATR0078G016.1, ATR0068G061.1, ATR0661G451.1, ATR1089G034.1, ATR0605G015.1, ATR0681G156.1, ATR0068G083.1, ATR1098G028.1, ATR0736G158.1, ATR0693G453.1, ATR0582G162.1, ATR0763G259.1, ATR0661G198.1, ATR0733G026.1, ATR0561G175.1, ATR0564G311.1, ATR0807G167.1, ATR0579G038.1, ATR0584G114.1, ATR0800G108.1
GF00027	ATR0059G028.1, ATR0059G035.1, ATR0188G024.1, ATR0618G363.1, ATR0579G072.1, ATR0721G001.1, ATR0564G413.1, ATR1089G118.1, ATR0598G236.1, ATR0620G135.1, ATR1089G164.1, ATR1136G220.1, ATR0743G204.1, ATR0693G460.1, ATR1136G100.1, ATR0537G001.1, ATR0681G232.1, ATR1127G093.1, ATR0681G225.1, ATR0620G049.1, ATR0681G212.1, ATR0681G016.1, ATR0681G189.1, ATR0681G061.1, ATR0955G001.1, ATR0681G153.1, ATR0494G007.1, ATR0794G080.1, ATR0686G212.1, ATR0686G027.1, ATR0955G003.1, ATR0681G060.1, ATR0620G143.1, ATR0620G107.1, ATR0681G020.1, ATR0693G420.1, ATR0681G087.1, ATR0681G184.1, ATR0681G399.1, ATR0684G178.1
GF00028	ATR0733G148.1, ATR0044G015.1, ATR0743G120.1, ATR0733G195.1, ATR0743G248.1, ATR0743G278.1, ATR0733G086.1, ATR0307G080.1, ATR0820G106.1, ATR0743G265.1, ATR0743G181.1, ATR0529G001.1, ATR0733G001.1, ATR1102G053.1, ATR0743G012.1, ATR0561G015.1, ATR0564G472.1, ATR0827G091.1, ATR0706G017.1, ATR0620G016.1, ATR0561G275.1, ATR0728G001.1, ATR0564G140.1, ATR0564G354.1, ATR1102G058.1, ATR0743G239.1, ATR0564G455.1, ATR1127G228.1, ATR0564G532.1, ATR0618G056.1, ATR0733G066.1, ATR0733G215.1, ATR0733G080.1, ATR0733G222.1, ATR0743G038.1, ATR0743G165.1, ATR0743G150.1, ATR0743G187.1, ATR0743G213.1
GF00029	ATR0037G006.1, ATR1120G012.1, ATR1120G092.1, ATR1098G085.1, ATR0789G033.1, ATR0618G196.1, ATR0723G043.1, ATR0752G227.1, ATR1120G005.1, ATR0680G329.1, ATR0665G146.1, ATR0994G008.1, ATR1120G015.1, ATR0215G011.1, ATR0686G067.1, ATR0215G027.1, ATR0763G169.1, ATR0037G066.1, ATR1120G102.1, ATR0618G046.1, ATR0723G034.1, ATR0090G020.1, ATR0133G002.1, ATR0133G010.1, ATR0165G039.1, ATR0680G168.1, ATR0618G063.1, ATR0618G283.1, ATR0580G032.1, ATR0590G001.1, ATR0618G071.1, ATR0618G093.1, ATR0925G007.1, ATR0618G271.1, ATR1091G033.1, ATR0705G172.1, ATR0723G019.1, ATR0723G046.1, ATR0740G001.1
GF00030	ATR0320G032.1, ATR0124G033.1, ATR0776G075.1, ATR0602G209.1, ATR0684G003.1, ATR0745G015.1, ATR0753G040.1, ATR1131G055.1, ATR0800G177.1, ATR1132G099.1, ATR0918G002.1, ATR0859G001.1, ATR0925G002.1, ATR0530G001.1, ATR0782G001.1, ATR0541G001.1, ATR0684G204.1, ATR0684G191.1, ATR0471G001.1, ATR0373G001.1, ATR0690G001.1, ATR0456G001.1, ATR0934G001.1, ATR0925G004.1, ATR0684G214.1, ATR0778G001.1, ATR0564G385.1, ATR0918G003.1, ATR0373G002.1, ATR0684G096.1, ATR0373G003.1, ATR0918G005.1, ATR0939G001.1, ATR0373G005.1, ATR0373G004.1, ATR0386G001.1, ATR0962G001.1, ATR1193G001.1
GF00031	ATR0598G097.1, ATR0584G238.1, ATR1131G038.1, ATR0680G354.1, ATR0584G003.1, ATR1132G110.1, ATR1120G179.1, ATR0665G393.1, ATR0605G030.1, ATR0605G080.1, ATR0605G099.1, ATR0684G151.1, ATR0075G016.1, ATR0580G056.1, ATR0580G274.1, ATR1079G001.1, ATR0332G032.1, ATR0737G164.1, ATR0605G209.1, ATR1132G027.1, ATR0605G292.1, ATR0580G040.1, ATR0580G440.1, ATR0580G313.1, ATR0580G122.1, ATR0580G360.1, ATR0580G270.1, ATR0580G280.1, ATR0598G324.1, ATR0736G043.1, ATR0820G126.1, ATR0605G042.1, ATR0605G246.1, ATR0605G088.1, ATR0605G377.1, ATR0605G361.1, ATR0605G368.1, ATR0844G001.1
GF00032	ATR0030G056.1, ATR0598G027.1, ATR0757G182.1, ATR0712G147.1, ATR0099G077.1, ATR0693G065.1, ATR0751G226.1, ATR0751G246.1, ATR0737G052.1, ATR0757G166.1, ATR0697G200.1, ATR0210G027.1, ATR0661G127.1, ATR0083G049.1, ATR0605G340.1, ATR0820G059.1, ATR0820G150.1, ATR0059G026.1, ATR0180G034.1, ATR0820G153.1, ATR0587G002.1, ATR0757G188.1, ATR0210G024.1, ATR0083G006.1, ATR0083G047.1, ATR0598G053.1, ATR0083G028.1, ATR1145G057.1, ATR1030G001.1, ATR0210G036.1, ATR0751G154.1, ATR0580G079.1, ATR0820G004.1, ATR0751G248.1, ATR0757G040.1, ATR0820G237.1, ATR0820G290.1, ATR1145G025.1
GF00033	ATR0693G101.1, ATR0757G214.1, ATR0787G216.1, ATR0757G100.1, ATR0757G193.1, ATR0757G097.1, ATR0757G187.1, ATR0580G412.1, ATR1098G143.1, ATR0743G227.1, ATR0071G016.1, ATR0807G115.1, ATR0807G136.1, ATR0807G203.1, ATR0855G002.1, ATR0757G146.1, ATR0665G571.1, ATR1133G032.1, ATR0807G250.1, ATR0757G005.1, ATR0757G008.1, ATR0757G118.1, ATR0807G187.1, ATR0757G062.1, ATR0757G113.1, ATR1107G001.1, ATR0757G082.1, ATR0807G144.1, ATR0757G189.1, ATR0757G103.1, ATR0757G098.1, ATR0757G110.1, ATR0807G047.1, ATR0807G090.1, ATR1141G001.1, ATR0757G199.1, ATR1107G002.1
GF00034	ATR0010G001.1, ATR0668G001.1, ATR0010G002.1, ATR0680G393.1, ATR0751G182.1, ATR0751G268.1, ATR0751G110.1, ATR0751G185.1, ATR0602G143.1, ATR0824G163.1, ATR0724G038.1, ATR0582G323.1, ATR0605G164.1, ATR0605G311.1, ATR0010G003.1, ATR0602G059.1, ATR0665G543.1, ATR0602G123.1, ATR1101G025.1, ATR0010G004.1, ATR0661G560.1, ATR0950G013.1, ATR0605G254.1, ATR0751G038.1, ATR0751G157.1, ATR0598G317.1, ATR0751G213.1, ATR0950G014.1, ATR0796G236.1, ATR0602G297.1, ATR1101G067.1, ATR0602G198.1, ATR0712G039.1, ATR0751G023.1, ATR0751G225.1, ATR1101G032.1
GF00035	ATR0317G131.1, ATR0680G215.1, ATR0618G444.1, ATR0736G128.1, ATR0115G022.1, ATR1098G074.1, ATR0763G084.1, ATR0317G092.1, ATR0618G399.1, ATR1125G119.1, ATR0804G052.1, ATR0317G031.1, ATR1152G096.1, ATR0796G032.1, ATR0757G087.1, ATR0077G001.1, ATR0213G012.1, ATR0452G001.1, ATR1152G066.1, ATR1152G027.1, ATR0762G004.1, ATR0564G101.1, ATR1152G024.1, ATR1152G065.1, ATR1152G023.1, ATR0213G017.1, ATR0763G026.1, ATR0580G152.1, ATR0763G021.1, ATR0213G035.1, ATR0724G001.1, ATR0418G001.1, ATR0317G103.1, ATR0582G018.1, ATR0686G131.1, ATR0763G177.1
GF00036	ATR0049G081.1, ATR0568G226.1, ATR0618G040.1, ATR0559G006.1, ATR0568G153.1, ATR0827G080.1, ATR0824G032.1, ATR0824G219.1, ATR0757G050.1, ATR0824G153.1, ATR0796G215.1, ATR0752G187.1, ATR0827G030.1, ATR0824G266.1, ATR0068G021.1, ATR0068G089.1, ATR0068G057.1, ATR0824G050.1, ATR0824G197.1, ATR0068G081.1, ATR0661G497.1, ATR1127G040.1, ATR1102G043.1, ATR0733G203.1, ATR0751G238.1, ATR0749G045.1, ATR0665G308.1, ATR0772G138.1, ATR0752G044.1, ATR0124G042.1, ATR0749G080.1, ATR0174G003.1, ATR0763G274.1, ATR0752G051.1, ATR0763G167.1, ATR0824G180.1
GF00037	ATR0069G048.1, ATR0069G057.1, ATR1145G083.1, ATR0815G045.1, ATR0561G230.1, ATR0733G210.1, ATR0069G062.1, ATR0665G087.1, ATR0804G030.1, ATR0069G049.1, ATR0665G302.1, ATR0827G059.1, ATR0733G159.1, ATR0680G216.1, ATR0827G058.1, ATR0561G167.1, ATR0665G625.1, ATR0827G070.1, ATR0827G029.1, ATR0827G105.1, ATR0827G186.1, ATR0665G296.1, ATR0827G104.1, ATR0561G004.1, ATR0733G163.1, ATR0827G020.1, ATR0827G061.1, ATR0827G074.1, ATR0827G090.1, ATR0171G033.1, ATR0827G088.1, ATR0827G014.1, ATR0827G019.1, ATR0171G037.1, ATR0796G132.1, ATR0827G028.1
GF00038	ATR0019G032.1, ATR0753G074.1, ATR0753G147.1, ATR0684G074.1, ATR0680G384.1, ATR0733G129.1, ATR0680G409.1, ATR0824G140.1, ATR0733G161.1, ATR0824G086.1, ATR0824G141.1, ATR0824G101.1, ATR0824G226.1, ATR0733G011.1, ATR0752G063.1, ATR0691G096.1, ATR0602G290.1, ATR0733G252.1, ATR0582G257.1, ATR0691G028.1, ATR0691G014.1, ATR0763G031.1, ATR0733G235.1, ATR1098G134.1, ATR0680G287.1, ATR0824G217.1, ATR0753G158.1, ATR0824G162.1, ATR0824G230.1, ATR0684G049.1, ATR0684G065.1, ATR0824G074.1, ATR0824G102.1, ATR0824G190.1, ATR1098G066.1
GF00039	ATR0026G006.1, ATR0026G027.1, ATR0776G081.1, ATR0776G036.1, ATR0589G044.1, ATR0763G224.1, ATR0827G149.1, ATR0041G001.1, ATR0743G168.1, ATR0743G166.1, ATR0743G200.1, ATR0743G196.1, ATR0743G245.1, ATR0743G061.1, ATR0743G057.1, ATR0743G077.1, ATR0743G054.1, ATR0743G167.1, ATR1061G001.1, ATR0789G176.1, ATR0789G075.1, ATR0661G586.1, ATR0763G131.1, ATR0743G143.1, ATR0067G001.1, ATR1066G001.1, ATR0743G225.1, ATR0067G002.1, ATR0789G056.1, ATR1132G029.1, ATR0827G155.1, ATR0827G082.1, ATR0743G199.1, ATR0827G143.1
GF00040	ATR0326G009.1, ATR0053G002.1, ATR0099G097.1, ATR0665G507.1, ATR0693G072.1, ATR0099G038.1, ATR0716G102.1, ATR0602G110.1, ATR0099G090.1, ATR0099G061.1, ATR0693G441.1, ATR0099G076.1, ATR0099G035.1, ATR0564G483.1, ATR0681G163.1, ATR0782G016.1, ATR0088G031.1, ATR0099G080.1, ATR0693G321.1, ATR0099G051.1, ATR0789G088.1, ATR0099G099.1, ATR0815G042.1, ATR0810G049.1, ATR0099G059.1, ATR0820G146.1, ATR0820G038.1, ATR1136G194.1, ATR0767G129.1, ATR0099G096.1, ATR0767G032.1, ATR0190G002.1, ATR0691G044.1, ATR0789G145.1
GF00041	ATR0296G002.1, ATR0752G148.1, ATR0752G198.1, ATR0752G030.1, ATR0580G228.1, ATR0580G007.1, ATR0580G009.1, ATR0739G056.1, ATR0739G074.1, ATR0582G001.1, ATR0580G018.1, ATR0629G106.1, ATR0911G001.1, ATR0629G126.1, ATR0697G251.1, ATR0629G015.1, ATR0315G094.1, ATR0752G050.1, ATR0629G016.1, ATR0629G101.1, ATR0629G042.1, ATR1158G013.1, ATR0561G143.1, ATR0580G140.1, ATR0598G292.1, ATR0752G162.1, ATR0739G191.1, ATR0829G001.1, ATR0875G001.1, ATR0712G128.1, ATR0697G031.1, ATR0739G025.1, ATR0739G157.1, ATR0739G200.1
GF00042	ATR0561G037.1, ATR0582G238.1, ATR0561G242.1, ATR0582G049.1, ATR0582G101.1, ATR0582G249.1, ATR0561G081.1, ATR0582G028.1, ATR0594G225.1, ATR0594G229.1, ATR0582G366.1, ATR0594G027.1, ATR0582G025.1, ATR0594G017.1, ATR0594G063.1, ATR0594G204.1, ATR0594G144.1, ATR0561G115.1, ATR0582G123.1, ATR0594G192.1, ATR0594G079.1, ATR0594G210.1, ATR0561G156.1, ATR0561G213.1, ATR0594G032.1, ATR0790G001.1, ATR0582G170.1, ATR1152G008.1, ATR0594G124.1, ATR0743G016.1, ATR0594G151.1, ATR0594G166.1, ATR0594G165.1, ATR0594G122.1
GF00043	ATR0706G089.1, ATR0751G105.1, ATR0326G016.1, ATR0681G023.1, ATR0680G074.1, ATR0787G017.1, ATR0705G029.1, ATR0618G045.1, ATR1149G136.1, ATR0561G240.1, ATR0787G223.1, ATR0083G022.1, ATR0048G060.1, ATR0737G169.1, ATR0598G182.1, ATR0083G001.1, ATR0083G063.1, ATR0820G063.1, ATR0757G072.1, ATR0559G305.1, ATR0757G142.1, ATR0083G074.1, ATR0693G132.1, ATR0757G191.1, ATR0757G198.1, ATR0083G030.1, ATR0083G034.1, ATR0757G211.1, ATR0561G069.1, ATR0737G040.1, ATR0681G039.1, ATR0736G204.1, ATR0757G034.1
GF00044	ATR0022G060.1, ATR1125G070.1, ATR0585G011.1, ATR0716G077.1, ATR0665G257.1, ATR0681G132.1, ATR0579G044.1, ATR0100G027.1, ATR0757G044.1, ATR0099G016.1, ATR0326G023.1, ATR0113G012.1, ATR0099G031.1, ATR0759G111.1, ATR1120G085.1, ATR0099G087.1, ATR0099G025.1, ATR0626G283.1, ATR0099G098.1, ATR0099G018.1, ATR0099G023.1, ATR0099G002.1, ATR0099G073.1, ATR0099G067.1, ATR0585G087.1, ATR0626G268.1, ATR0099G006.1, ATR0099G011.1, ATR0585G017.1, ATR0099G037.1, ATR0326G066.1, ATR0585G026.1, ATR0626G175.1
